# {InputWorkspace: MoTe2_S1_P52_warm_up_201_5_target_265.0653actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P52_warm_up_201_5_target_265.0653actual_cuts }
# [0,0,L] in 0.449 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	1.70532e-05	1.20973e-06
-1.11	1.70697e-05	1.21098e-06
-1.09	1.85053e-05	1.26284e-06
-1.07	1.86076e-05	1.26713e-06
-1.05	1.92329e-05	1.28581e-06
-1.03	1.85691e-05	1.26457e-06
-1.01	1.82983e-05	1.25936e-06
-0.99	1.95038e-05	1.29761e-06
-0.97	1.95132e-05	1.29818e-06
-0.95	1.90847e-05	1.29058e-06
-0.93	1.85353e-05	1.26948e-06
-0.91	1.94482e-05	1.29736e-06
-0.89	1.87615e-05	1.27776e-06
-0.87	1.79657e-05	1.24016e-06
-0.85	1.74732e-05	1.21717e-06
-0.83	1.55276e-05	1.15654e-06
-0.81	1.51492e-05	1.1358e-06
-0.79	1.47826e-05	1.11615e-06
-0.77	1.37358e-05	1.07976e-06
-0.75	1.2059e-05	1.01639e-06
-0.73	1.10003e-05	9.67805e-07
-0.71	1.10497e-05	9.72564e-07
-0.69	1.09739e-05	9.76012e-07
-0.67	1.05076e-05	9.55647e-07
-0.65	1.01761e-05	9.38857e-07
-0.63	9.79567e-06	9.20427e-07
-0.61	1.00205e-05	9.29476e-07
-0.59	9.23523e-06	8.89389e-07
-0.57	9.23506e-06	8.97037e-07
-0.55	8.69429e-06	8.66781e-07
-0.53	9.4265e-06	9.0777e-07
-0.51	9.62662e-06	9.17014e-07
-0.49	9.23079e-06	8.89794e-07
-0.47	9.15337e-06	8.87393e-07
-0.45	9.55254e-06	9.08622e-07
-0.43	8.88796e-06	8.79029e-07
-0.41	8.65465e-06	8.6198e-07
-0.39	8.6268e-06	8.60681e-07
-0.37	8.43003e-06	8.54318e-07
-0.35	8.43053e-06	8.53339e-07
-0.33	8.4706e-06	8.51109e-07
-0.31	8.29278e-06	8.4357e-07
-0.29	8.72637e-06	8.67372e-07
-0.27	7.90741e-06	8.27789e-07
-0.25	8.1295e-06	8.39046e-07
-0.23	8.3228e-06	8.50904e-07
-0.21	8.53934e-06	8.68591e-07
-0.19	8.24055e-06	8.53402e-07
-0.17	8.06479e-06	8.47189e-07
-0.15	8.51463e-06	8.69595e-07
-0.13	8.45681e-06	8.69871e-07
-0.11	8.81104e-06	8.92578e-07
-0.09	8.75615e-06	8.84794e-07
-0.0700001	8.67199e-06	8.81087e-07
-0.0500001	8.49267e-06	8.74967e-07
-0.0300001	8.68349e-06	8.89936e-07
-0.00999999	8.16028e-06	8.57033e-07
0.00999999	9.03465e-06	9.03748e-07
