# {InputWorkspace: MoTe2_S1_P52_warm_up_201_1_target_154.3537actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P52_warm_up_201_1_target_154.3537actual_cuts }
# [0,0,L] in 0.449 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	1.75426e-05	1.22487e-06
-1.11	1.93317e-05	1.28879e-06
-1.09	2.00443e-05	1.30703e-06
-1.07	1.95301e-05	1.29071e-06
-1.05	1.93576e-05	1.27792e-06
-1.03	1.9767e-05	1.30077e-06
-1.01	1.99998e-05	1.31277e-06
-0.99	1.93367e-05	1.28141e-06
-0.97	2.03586e-05	1.31677e-06
-0.95	2.0288e-05	1.32026e-06
-0.93	1.9625e-05	1.29833e-06
-0.91	1.95197e-05	1.29031e-06
-0.89	1.81651e-05	1.2426e-06
-0.87	1.79185e-05	1.23312e-06
-0.85	1.59847e-05	1.16049e-06
-0.83	1.37708e-05	1.07765e-06
-0.81	1.32204e-05	1.05107e-06
-0.79	1.26044e-05	1.03985e-06
-0.77	1.21648e-05	1.01941e-06
-0.75	1.09433e-05	9.79855e-07
-0.73	1.03863e-05	9.5807e-07
-0.71	1.035e-05	9.47675e-07
-0.69	1.0122e-05	9.42493e-07
-0.67	9.63621e-06	9.20441e-07
-0.65	9.51167e-06	9.15321e-07
-0.63	9.37703e-06	9.10303e-07
-0.61	9.74908e-06	9.24361e-07
-0.59	9.03431e-06	8.85923e-07
-0.57	8.79585e-06	8.77905e-07
-0.55	8.84179e-06	8.75357e-07
-0.53	8.4659e-06	8.58318e-07
-0.51	8.86167e-06	8.80963e-07
-0.49	8.81665e-06	8.75817e-07
-0.47	8.28685e-06	8.50091e-07
-0.45	8.19136e-06	8.40491e-07
-0.43	8.16695e-06	8.44205e-07
-0.41	8.71365e-06	8.65829e-07
-0.39	7.97436e-06	8.25364e-07
-0.37	7.71212e-06	8.13386e-07
-0.35	7.38395e-06	7.9503e-07
-0.33	8.20953e-06	8.38306e-07
-0.31	7.997e-06	8.23768e-07
-0.29	8.03852e-06	8.35631e-07
-0.27	8.45248e-06	8.59318e-07
-0.25	7.97398e-06	8.36309e-07
-0.23	8.1774e-06	8.46659e-07
-0.21	7.77592e-06	8.30054e-07
-0.19	8.17301e-06	8.53217e-07
-0.17	7.80861e-06	8.35861e-07
-0.15	8.04102e-06	8.4299e-07
-0.13	8.6829e-06	8.8276e-07
-0.11	9.20868e-06	9.17561e-07
-0.09	8.71194e-06	8.84734e-07
-0.0700001	8.17602e-06	8.56411e-07
-0.0500001	8.00593e-06	8.53127e-07
-0.0300001	8.04927e-06	8.57103e-07
-0.00999999	8.26183e-06	8.58121e-07
0.00999999	8.49636e-06	8.72273e-07
