# {InputWorkspace: MoTe2_S1_P52_warm_up_201_3_target_205.0618actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P52_warm_up_201_3_target_205.0618actual_cuts }
# [0,0,L] in 0.449 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	1.84411e-05	1.25784e-06
-1.11	1.94119e-05	1.29627e-06
-1.09	1.90295e-05	1.27783e-06
-1.07	2.03098e-05	1.31882e-06
-1.05	1.94624e-05	1.28627e-06
-1.03	1.99788e-05	1.311e-06
-1.01	2.05533e-05	1.33036e-06
-0.99	2.01328e-05	1.31376e-06
-0.97	2.05036e-05	1.33158e-06
-0.95	1.9965e-05	1.31361e-06
-0.93	1.93879e-05	1.29118e-06
-0.91	2.03536e-05	1.33123e-06
-0.89	1.85551e-05	1.26137e-06
-0.87	1.76671e-05	1.22811e-06
-0.85	1.70032e-05	1.20137e-06
-0.83	1.48593e-05	1.12044e-06
-0.81	1.48953e-05	1.11816e-06
-0.79	1.35203e-05	1.07124e-06
-0.77	1.23889e-05	1.02809e-06
-0.75	1.09829e-05	9.74091e-07
-0.73	1.03639e-05	9.48751e-07
-0.71	9.79956e-06	9.19737e-07
-0.69	9.88798e-06	9.27032e-07
-0.67	1.02187e-05	9.43144e-07
-0.65	1.01414e-05	9.42392e-07
-0.63	9.83609e-06	9.27055e-07
-0.61	9.94991e-06	9.30217e-07
-0.59	9.69767e-06	9.2037e-07
-0.57	9.43798e-06	9.04478e-07
-0.55	8.13956e-06	8.40362e-07
-0.53	9.11114e-06	8.9114e-07
-0.51	8.72093e-06	8.70917e-07
-0.49	8.80422e-06	8.72767e-07
-0.47	8.46802e-06	8.56284e-07
-0.45	8.53257e-06	8.59994e-07
-0.43	8.40588e-06	8.5401e-07
-0.41	8.61923e-06	8.62819e-07
-0.39	8.69479e-06	8.63766e-07
-0.37	7.49676e-06	8.0118e-07
-0.35	8.04613e-06	8.28664e-07
-0.33	8.13815e-06	8.34752e-07
-0.31	7.93466e-06	8.23145e-07
-0.29	7.56588e-06	8.03971e-07
-0.27	7.99879e-06	8.31489e-07
-0.25	7.97674e-06	8.3255e-07
-0.23	7.86341e-06	8.29401e-07
-0.21	8.39805e-06	8.58797e-07
-0.19	7.74171e-06	8.34158e-07
-0.17	8.95942e-06	9.00243e-07
-0.15	8.50789e-06	8.70301e-07
-0.13	9.08983e-06	9.00249e-07
-0.11	8.61043e-06	8.90187e-07
-0.09	8.81064e-06	8.96707e-07
-0.0700001	7.98711e-06	8.42828e-07
-0.0500001	8.27506e-06	8.68192e-07
-0.0300001	8.71414e-06	8.925e-07
-0.00999999	8.18733e-06	8.55353e-07
0.00999999	8.58783e-06	8.81803e-07
