# {InputWorkspace: MoTe2_S1_P52_cool_down_201_280K_target_293.1151actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P52_cool_down_201_280K_target_293.1151actual_cuts }
# [0,0,L] in 0.449 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	1.56108e-05	1.15107e-06
-1.11	1.53974e-05	1.14417e-06
-1.09	1.52691e-05	1.14007e-06
-1.07	1.42945e-05	1.10124e-06
-1.05	1.47924e-05	1.12264e-06
-1.03	1.37356e-05	1.08088e-06
-1.01	1.33453e-05	1.06783e-06
-0.99	1.32318e-05	1.0633e-06
-0.97	1.2463e-05	1.03686e-06
-0.95	1.29703e-05	1.06165e-06
-0.93	1.25391e-05	1.05061e-06
-0.91	1.28881e-05	1.06141e-06
-0.89	1.3313e-05	1.0808e-06
-0.87	1.32217e-05	1.07557e-06
-0.85	1.31535e-05	1.07677e-06
-0.83	1.38706e-05	1.10063e-06
-0.81	1.36664e-05	1.09022e-06
-0.79	1.35677e-05	1.08567e-06
-0.77	1.46485e-05	1.11894e-06
-0.75	1.40492e-05	1.10444e-06
-0.73	1.40908e-05	1.09879e-06
-0.71	1.29984e-05	1.05032e-06
-0.69	1.30791e-05	1.05482e-06
-0.67	1.24584e-05	1.0269e-06
-0.65	1.28228e-05	1.03523e-06
-0.63	1.23829e-05	1.02211e-06
-0.61	1.28123e-05	1.03625e-06
-0.59	1.14739e-05	9.79666e-07
-0.57	1.19341e-05	9.9441e-07
-0.55	1.15722e-05	9.81898e-07
-0.53	1.11875e-05	9.63523e-07
-0.51	1.05898e-05	9.45111e-07
-0.49	1.02643e-05	9.25058e-07
-0.47	1.11897e-05	9.73778e-07
-0.45	9.58634e-06	9.08887e-07
-0.43	1.03231e-05	9.41876e-07
-0.41	9.70273e-06	9.15102e-07
-0.39	9.13822e-06	8.91189e-07
-0.37	9.08216e-06	8.9064e-07
-0.35	8.93472e-06	8.76879e-07
-0.33	9.35494e-06	9.07444e-07
-0.31	8.82864e-06	8.73733e-07
-0.29	9.2744e-06	8.9801e-07
-0.27	8.91974e-06	8.90496e-07
-0.25	9.50847e-06	9.19392e-07
-0.23	8.8372e-06	8.82498e-07
-0.21	8.65063e-06	8.72784e-07
-0.19	8.38482e-06	8.63616e-07
-0.17	8.76014e-06	8.86346e-07
-0.15	8.33497e-06	8.5265e-07
-0.13	8.51917e-06	8.7158e-07
-0.11	8.43242e-06	8.68425e-07
-0.09	8.72564e-06	8.80733e-07
-0.0700001	8.29255e-06	8.52019e-07
-0.0500001	7.549e-06	8.18626e-07
-0.0300001	8.05332e-06	8.5067e-07
-0.00999999	7.64013e-06	8.19864e-07
0.00999999	7.95877e-06	8.40365e-07
