# {InputWorkspace: MoTe2_S1_P52_warm_up_201_6_target_288.6605actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P52_warm_up_201_6_target_288.6605actual_cuts }
# [0,0,L] in 0.449 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	1.62935e-05	1.17879e-06
-1.11	1.6011e-05	1.16339e-06
-1.09	1.62361e-05	1.18189e-06
-1.07	1.67033e-05	1.20033e-06
-1.05	1.65957e-05	1.18834e-06
-1.03	1.69643e-05	1.20977e-06
-1.01	1.70265e-05	1.20378e-06
-0.99	1.66895e-05	1.20501e-06
-0.97	1.73124e-05	1.22415e-06
-0.95	1.79741e-05	1.24497e-06
-0.93	1.76579e-05	1.23936e-06
-0.91	1.75495e-05	1.23593e-06
-0.89	1.73145e-05	1.21574e-06
-0.87	1.61385e-05	1.18238e-06
-0.85	1.5646e-05	1.16193e-06
-0.83	1.5215e-05	1.13988e-06
-0.81	1.53073e-05	1.14177e-06
-0.79	1.5206e-05	1.13617e-06
-0.77	1.41911e-05	1.10084e-06
-0.75	1.3357e-05	1.06347e-06
-0.73	1.27214e-05	1.03864e-06
-0.71	1.32137e-05	1.07416e-06
-0.69	1.16227e-05	9.90124e-07
-0.67	1.12317e-05	9.80619e-07
-0.65	1.05607e-05	9.44162e-07
-0.63	1.1065e-05	9.69629e-07
-0.61	1.06302e-05	9.50162e-07
-0.59	1.09935e-05	9.71664e-07
-0.57	1.08155e-05	9.56237e-07
-0.55	1.07109e-05	9.62185e-07
-0.53	1.04624e-05	9.43185e-07
-0.51	1.10802e-05	9.73697e-07
-0.49	9.87158e-06	9.20945e-07
-0.47	9.40412e-06	8.91911e-07
-0.45	1.01055e-05	9.37241e-07
-0.43	9.87162e-06	9.25958e-07
-0.41	9.38384e-06	8.97298e-07
-0.39	9.72183e-06	9.14398e-07
-0.37	9.78933e-06	9.17722e-07
-0.35	8.79832e-06	8.7148e-07
-0.33	9.3449e-06	8.99987e-07
-0.31	1.03678e-05	9.50918e-07
-0.29	8.58533e-06	8.62861e-07
-0.27	8.19167e-06	8.4068e-07
-0.25	8.78116e-06	8.77744e-07
-0.23	9.12793e-06	8.93e-07
-0.21	8.94791e-06	8.86425e-07
-0.19	8.18085e-06	8.53443e-07
-0.17	8.66104e-06	8.81027e-07
-0.15	7.80748e-06	8.29622e-07
-0.13	8.6922e-06	8.77063e-07
-0.11	8.16581e-06	8.55365e-07
-0.09	9.99641e-06	9.45851e-07
-0.0700001	9.33613e-06	9.08635e-07
-0.0500001	8.5489e-06	8.70649e-07
-0.0300001	9.18523e-06	9.07201e-07
-0.00999999	8.8185e-06	8.83649e-07
0.00999999	8.89787e-06	8.84806e-07
