# {InputWorkspace: MoTe2_S1_P52_cool_down_201_290K_target_301.4127actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P52_cool_down_201_290K_target_301.4127actual_cuts }
# [0,0,L] in 0.449 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	1.62589e-05	1.17954e-06
-1.11	1.58245e-05	1.15556e-06
-1.09	1.49231e-05	1.12598e-06
-1.07	1.46859e-05	1.1197e-06
-1.05	1.36828e-05	1.07952e-06
-1.03	1.38196e-05	1.08652e-06
-1.01	1.41736e-05	1.09899e-06
-0.99	1.25032e-05	1.03598e-06
-0.97	1.29175e-05	1.05713e-06
-0.95	1.25733e-05	1.03981e-06
-0.93	1.35255e-05	1.08447e-06
-0.91	1.327e-05	1.0791e-06
-0.89	1.29616e-05	1.06518e-06
-0.87	1.27138e-05	1.05499e-06
-0.85	1.34907e-05	1.09211e-06
-0.83	1.36173e-05	1.08953e-06
-0.81	1.336e-05	1.07822e-06
-0.79	1.38788e-05	1.10035e-06
-0.77	1.36453e-05	1.08795e-06
-0.75	1.40831e-05	1.10351e-06
-0.73	1.35184e-05	1.08111e-06
-0.71	1.38308e-05	1.08842e-06
-0.69	1.31461e-05	1.05926e-06
-0.67	1.32823e-05	1.06742e-06
-0.65	1.28674e-05	1.0428e-06
-0.63	1.22728e-05	1.02037e-06
-0.61	1.27695e-05	1.0374e-06
-0.59	1.2139e-05	1.00645e-06
-0.57	1.11254e-05	9.68242e-07
-0.55	1.14127e-05	9.74559e-07
-0.53	1.1423e-05	9.79429e-07
-0.51	1.05466e-05	9.40831e-07
-0.49	1.13018e-05	9.76609e-07
-0.47	1.05938e-05	9.47513e-07
-0.45	1.01499e-05	9.37429e-07
-0.43	1.01328e-05	9.3385e-07
-0.41	9.35245e-06	9.01328e-07
-0.39	9.90749e-06	9.24248e-07
-0.37	9.46412e-06	9.08983e-07
-0.35	9.1487e-06	8.91083e-07
-0.33	8.83048e-06	8.75661e-07
-0.31	9.62805e-06	9.19455e-07
-0.29	9.49118e-06	9.12874e-07
-0.27	9.11176e-06	8.93355e-07
-0.25	8.64576e-06	8.75964e-07
-0.23	9.28337e-06	9.03637e-07
-0.21	8.5326e-06	8.67116e-07
-0.19	8.56194e-06	8.74368e-07
-0.17	8.70645e-06	8.8213e-07
-0.15	7.86003e-06	8.29779e-07
-0.13	8.26082e-06	8.53827e-07
-0.11	8.9074e-06	8.9298e-07
-0.09	8.68547e-06	8.76459e-07
-0.0700001	8.59103e-06	8.71129e-07
-0.0500001	7.39891e-06	8.11946e-07
-0.0300001	8.65298e-06	8.83163e-07
-0.00999999	8.22594e-06	8.53409e-07
0.00999999	8.0735e-06	8.50405e-07
