# {InputWorkspace: MoTe2_S1_P52_warm_up_201_9_target_306.6478actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P52_warm_up_201_9_target_306.6478actual_cuts }
# [0,0,L] in 0.449 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	1.60857e-05	1.17455e-06
-1.11	1.64303e-05	1.18144e-06
-1.09	1.47208e-05	1.12347e-06
-1.07	1.59581e-05	1.16846e-06
-1.05	1.52741e-05	1.14197e-06
-1.03	1.49687e-05	1.13031e-06
-1.01	1.43496e-05	1.11228e-06
-0.99	1.4729e-05	1.12519e-06
-0.97	1.46099e-05	1.12304e-06
-0.95	1.40121e-05	1.10519e-06
-0.93	1.44182e-05	1.12307e-06
-0.91	1.39121e-05	1.10244e-06
-0.89	1.29235e-05	1.06937e-06
-0.87	1.38696e-05	1.10011e-06
-0.85	1.33642e-05	1.08104e-06
-0.83	1.38178e-05	1.09942e-06
-0.81	1.36585e-05	1.09151e-06
-0.79	1.38319e-05	1.09373e-06
-0.77	1.28138e-05	1.05337e-06
-0.75	1.34798e-05	1.07672e-06
-0.73	1.332e-05	1.06549e-06
-0.71	1.27451e-05	1.04191e-06
-0.69	1.27224e-05	1.04364e-06
-0.67	1.2722e-05	1.03896e-06
-0.65	1.15867e-05	9.92083e-07
-0.63	1.22252e-05	1.02326e-06
-0.61	1.11058e-05	9.65524e-07
-0.59	1.10038e-05	9.60586e-07
-0.57	1.12464e-05	9.70996e-07
-0.55	1.07922e-05	9.49959e-07
-0.53	1.03849e-05	9.37037e-07
-0.51	1.04134e-05	9.38424e-07
-0.49	1.0158e-05	9.28692e-07
-0.47	9.4706e-06	9.02e-07
-0.45	9.34747e-06	8.98955e-07
-0.43	1.02408e-05	9.45766e-07
-0.41	1.00615e-05	9.30251e-07
-0.39	9.47039e-06	9.04791e-07
-0.37	9.49486e-06	9.1446e-07
-0.35	9.4274e-06	9.05517e-07
-0.33	9.07864e-06	8.91246e-07
-0.31	8.88391e-06	8.78659e-07
-0.29	9.2713e-06	8.99325e-07
-0.27	8.9327e-06	8.86216e-07
-0.25	8.85115e-06	8.86462e-07
-0.23	8.61429e-06	8.74427e-07
-0.21	8.44875e-06	8.61969e-07
-0.19	8.64767e-06	8.80194e-07
-0.17	8.20916e-06	8.58172e-07
-0.15	8.32329e-06	8.57026e-07
-0.13	8.23107e-06	8.53386e-07
-0.11	8.7108e-06	8.83704e-07
-0.09	8.42789e-06	8.61311e-07
-0.0700001	8.48322e-06	8.6577e-07
-0.0500001	8.36983e-06	8.67246e-07
-0.0300001	8.04745e-06	8.50455e-07
-0.00999999	8.37832e-06	8.61587e-07
0.00999999	8.63245e-06	8.81203e-07
