# {InputWorkspace: MoTe2_S1_P52_cool_down_201_250K_target_264.5921actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P52_cool_down_201_250K_target_264.5921actual_cuts }
# [0,0,L] in 0.449 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	1.48557e-05	1.12549e-06
-1.11	1.51928e-05	1.13418e-06
-1.09	1.52834e-05	1.13751e-06
-1.07	1.38116e-05	1.08374e-06
-1.05	1.42578e-05	1.10336e-06
-1.03	1.42641e-05	1.1008e-06
-1.01	1.41777e-05	1.10031e-06
-0.99	1.39352e-05	1.09503e-06
-0.97	1.43082e-05	1.10803e-06
-0.95	1.40039e-05	1.10134e-06
-0.93	1.45129e-05	1.12618e-06
-0.91	1.35282e-05	1.09132e-06
-0.89	1.43978e-05	1.12295e-06
-0.87	1.41345e-05	1.1128e-06
-0.85	1.36048e-05	1.09418e-06
-0.83	1.39357e-05	1.10135e-06
-0.81	1.41148e-05	1.10721e-06
-0.79	1.34316e-05	1.08164e-06
-0.77	1.2846e-05	1.05292e-06
-0.75	1.34802e-05	1.07378e-06
-0.73	1.32239e-05	1.06191e-06
-0.71	1.30506e-05	1.05478e-06
-0.69	1.29562e-05	1.05658e-06
-0.67	1.19946e-05	1.00406e-06
-0.65	1.2084e-05	1.01124e-06
-0.63	1.20897e-05	1.00586e-06
-0.61	1.20909e-05	1.00966e-06
-0.59	1.06814e-05	9.50316e-07
-0.57	1.10098e-05	9.58531e-07
-0.55	1.09098e-05	9.54237e-07
-0.53	1.03309e-05	9.27808e-07
-0.51	9.99669e-06	9.19199e-07
-0.49	1.01226e-05	9.26179e-07
-0.47	1.03046e-05	9.38344e-07
-0.45	1.00937e-05	9.30041e-07
-0.43	1.00944e-05	9.34829e-07
-0.41	9.38971e-06	9.02879e-07
-0.39	8.93931e-06	8.78535e-07
-0.37	8.74813e-06	8.73445e-07
-0.35	9.79822e-06	9.27912e-07
-0.33	8.72686e-06	8.71489e-07
-0.31	8.83907e-06	8.79909e-07
-0.29	8.50985e-06	8.62533e-07
-0.27	8.69793e-06	8.73756e-07
-0.25	9.12708e-06	9.08098e-07
-0.23	8.86713e-06	8.85059e-07
-0.21	8.76246e-06	8.84153e-07
-0.19	8.85534e-06	8.8884e-07
-0.17	8.2818e-06	8.5855e-07
-0.15	8.01977e-06	8.38793e-07
-0.13	8.60953e-06	8.74352e-07
-0.11	8.99016e-06	9.02361e-07
-0.09	8.80573e-06	8.80499e-07
-0.0700001	7.69596e-06	8.21659e-07
-0.0500001	7.65908e-06	8.28675e-07
-0.0300001	7.99313e-06	8.42718e-07
-0.00999999	8.08654e-06	8.45041e-07
0.00999999	7.46264e-06	8.16399e-07
