# {InputWorkspace: MoTe2_S1_P52_warm_up_201_7_target_299.2289actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P52_warm_up_201_7_target_299.2289actual_cuts }
# [0,0,L] in 0.449 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	1.54699e-05	1.14991e-06
-1.11	1.62731e-05	1.17664e-06
-1.09	1.65459e-05	1.19095e-06
-1.07	1.67325e-05	1.19872e-06
-1.05	1.58723e-05	1.16551e-06
-1.03	1.51209e-05	1.13688e-06
-1.01	1.49616e-05	1.12935e-06
-0.99	1.52399e-05	1.14584e-06
-0.97	1.52137e-05	1.15041e-06
-0.95	1.57566e-05	1.17034e-06
-0.93	1.55791e-05	1.16363e-06
-0.91	1.54468e-05	1.16214e-06
-0.89	1.48235e-05	1.13682e-06
-0.87	1.5103e-05	1.14244e-06
-0.85	1.38486e-05	1.09836e-06
-0.83	1.44736e-05	1.12751e-06
-0.81	1.42109e-05	1.11114e-06
-0.79	1.40603e-05	1.09882e-06
-0.77	1.30596e-05	1.06565e-06
-0.75	1.25674e-05	1.03829e-06
-0.73	1.2926e-05	1.05225e-06
-0.71	1.27748e-05	1.04958e-06
-0.69	1.216e-05	1.01598e-06
-0.67	1.16192e-05	9.97054e-07
-0.65	1.17729e-05	9.98618e-07
-0.63	1.12801e-05	9.735e-07
-0.61	1.04144e-05	9.42174e-07
-0.59	1.07472e-05	9.59579e-07
-0.57	1.14133e-05	9.88298e-07
-0.55	1.03719e-05	9.36098e-07
-0.53	1.06465e-05	9.48283e-07
-0.51	9.89628e-06	9.157e-07
-0.49	1.01403e-05	9.28384e-07
-0.47	9.91383e-06	9.2392e-07
-0.45	9.37467e-06	8.99335e-07
-0.43	9.94585e-06	9.25649e-07
-0.41	9.41472e-06	9.00726e-07
-0.39	9.13916e-06	8.8984e-07
-0.37	9.13664e-06	8.90486e-07
-0.35	9.10713e-06	8.91599e-07
-0.33	8.98774e-06	8.81379e-07
-0.31	8.82718e-06	8.75563e-07
-0.29	8.973e-06	8.85395e-07
-0.27	8.79928e-06	8.7644e-07
-0.25	8.52472e-06	8.6595e-07
-0.23	8.65947e-06	8.75962e-07
-0.21	8.66842e-06	8.7653e-07
-0.19	8.15543e-06	8.52078e-07
-0.17	8.80236e-06	8.92264e-07
-0.15	8.50331e-06	8.68783e-07
-0.13	8.08619e-06	8.47211e-07
-0.11	8.49199e-06	8.74693e-07
-0.09	8.54842e-06	8.71396e-07
-0.0700001	8.43841e-06	8.61463e-07
-0.0500001	8.65858e-06	8.78506e-07
-0.0300001	7.82639e-06	8.36609e-07
-0.00999999	8.42205e-06	8.66572e-07
0.00999999	7.948e-06	8.42714e-07
