Cycle: (Cycle #)
Experiment #: 418
Proposal ID: 32124
Instrument: CG4C
Experiment Title: Investigation of Spin Waves and Magnetic Interactions in NiTiO3
Session Start Time: 04/29/2024  02:22:51 PM

Parameters Logged:
Device Name	Timestamp	Value
sample	04/29/2024  02:44:50 PM	0.0000
vti	04/29/2024  02:45:50 PM	0.0000
sample	04/29/2024  02:45:50 PM	0.0000
vti	04/29/2024  02:46:50 PM	0.0000
sample	04/29/2024  02:46:50 PM	0.0000
vti	04/29/2024  02:47:50 PM	0.0000
sample	04/29/2024  02:47:50 PM	0.0000
vti	04/29/2024  02:48:50 PM	0.0000
sample	04/29/2024  02:48:50 PM	0.0000
vti	04/29/2024  02:49:50 PM	0.0000
sample	04/29/2024  02:49:50 PM	0.0000
vti	04/29/2024  02:50:50 PM	0.0000
sample	04/29/2024  02:50:50 PM	0.0000
vti	04/29/2024  02:51:50 PM	0.0000
sample	04/29/2024  02:51:50 PM	0.0000
vti	04/29/2024  02:52:50 PM	0.0000
sample	04/29/2024  02:52:50 PM	0.0000
vti	04/29/2024  02:53:50 PM	0.0000
sample	04/29/2024  02:53:50 PM	0.0000
vti	04/29/2024  02:54:50 PM	0.0000
sample	04/29/2024  02:54:50 PM	0.0000
vti	04/29/2024  02:55:50 PM	0.0000
sample	04/29/2024  02:55:50 PM	0.0000
vti	04/29/2024  02:56:50 PM	0.0000
sample	04/29/2024  02:56:50 PM	0.0000
vti	04/29/2024  02:57:50 PM	0.0000
sample	04/29/2024  02:57:50 PM	0.0000
vti	04/29/2024  02:58:50 PM	0.0000
sample	04/29/2024  02:58:50 PM	0.0000
vti	04/29/2024  02:59:50 PM	0.0000
sample	04/29/2024  02:59:50 PM	0.0000
vti	04/29/2024  03:00:50 PM	0.0000
sample	04/29/2024  03:00:50 PM	0.0000
vti	04/29/2024  03:01:50 PM	0.0000
sample	04/29/2024  03:01:50 PM	0.0000
vti	04/29/2024  03:02:50 PM	0.0000
sample	04/29/2024  03:02:50 PM	0.0000
vti	04/29/2024  03:03:50 PM	0.0000
sample	04/29/2024  03:03:50 PM	0.0000
vti	04/29/2024  03:04:50 PM	0.0000
sample	04/29/2024  03:04:50 PM	0.0000
vti	04/29/2024  03:05:50 PM	0.0000
sample	04/29/2024  03:05:50 PM	0.0000
vti	04/29/2024  03:06:50 PM	0.0000
sample	04/29/2024  03:06:50 PM	0.0000
vti	04/29/2024  03:07:50 PM	0.0000
sample	04/29/2024  03:07:50 PM	0.0000
vti	04/29/2024  03:08:50 PM	0.0000
sample	04/29/2024  03:08:50 PM	0.0000
vti	04/29/2024  03:09:50 PM	0.0000
sample	04/29/2024  03:09:50 PM	0.0000
vti	04/29/2024  03:10:50 PM	0.0000
sample	04/29/2024  03:10:50 PM	0.0000
vti	04/29/2024  03:11:50 PM	0.0000
sample	04/29/2024  03:11:50 PM	0.0000
vti	04/29/2024  03:12:50 PM	0.0000
sample	04/29/2024  03:12:50 PM	0.0000
vti	04/29/2024  03:13:50 PM	0.0000
sample	04/29/2024  03:13:50 PM	0.0000
vti	04/29/2024  03:14:50 PM	0.0000
sample	04/29/2024  03:14:50 PM	0.0000
vti	04/29/2024  03:15:50 PM	0.0000
sample	04/29/2024  03:15:50 PM	0.0000
vti	04/29/2024  03:16:50 PM	0.0000
sample	04/29/2024  03:16:50 PM	0.0000
vti	04/29/2024  03:17:50 PM	0.0000
sample	04/29/2024  03:17:50 PM	0.0000
vti	04/29/2024  03:18:50 PM	0.0000
sample	04/29/2024  03:18:50 PM	0.0000
vti	04/29/2024  03:19:50 PM	0.0000
sample	04/29/2024  03:19:50 PM	0.0000
vti	04/29/2024  03:20:50 PM	0.0000
sample	04/29/2024  03:20:50 PM	0.0000
vti	04/29/2024  03:21:50 PM	0.0000
sample	04/29/2024  03:21:50 PM	0.0000
vti	04/29/2024  03:22:50 PM	0.0000
sample	04/29/2024  03:22:50 PM	0.0000
vti	04/29/2024  03:23:50 PM	0.0000
sample	04/29/2024  03:23:50 PM	0.0000
vti	04/29/2024  03:24:50 PM	0.0000
sample	04/29/2024  03:24:50 PM	0.0000
vti	04/29/2024  03:25:50 PM	0.0000
sample	04/29/2024  03:25:50 PM	0.0000
vti	04/29/2024  03:26:50 PM	0.0000
sample	04/29/2024  03:26:50 PM	0.0000
vti	04/29/2024  03:27:50 PM	0.0000
sample	04/29/2024  03:27:50 PM	0.0000
vti	04/29/2024  03:28:50 PM	0.0000
sample	04/29/2024  03:28:50 PM	0.0000
vti	04/29/2024  03:29:50 PM	0.0000
sample	04/29/2024  03:29:50 PM	0.0000
vti	04/29/2024  03:30:50 PM	0.0000
sample	04/29/2024  03:30:50 PM	0.0000
vti	04/29/2024  03:31:50 PM	0.0000
sample	04/29/2024  03:31:50 PM	0.0000
vti	04/29/2024  03:32:50 PM	0.0000
sample	04/29/2024  03:32:50 PM	0.0000
vti	04/29/2024  03:33:50 PM	0.0000
sample	04/29/2024  03:33:50 PM	0.0000
vti	04/29/2024  03:34:50 PM	0.0000
sample	04/29/2024  03:34:50 PM	0.0000
vti	04/29/2024  03:35:50 PM	0.0000
sample	04/29/2024  03:35:50 PM	0.0000
vti	04/29/2024  03:36:50 PM	0.0000
sample	04/29/2024  03:36:50 PM	0.0000
vti	04/29/2024  03:37:50 PM	0.0000
sample	04/29/2024  03:37:50 PM	0.0000
vti	04/29/2024  03:38:50 PM	0.0000
sample	04/29/2024  03:38:50 PM	0.0000
vti	04/29/2024  03:39:50 PM	0.0000
sample	04/29/2024  03:39:50 PM	0.0000
vti	04/29/2024  03:40:50 PM	0.0000
sample	04/29/2024  03:40:50 PM	0.0000
vti	04/29/2024  03:41:50 PM	0.0000
sample	04/29/2024  03:41:50 PM	0.0000
vti	04/29/2024  03:42:50 PM	0.0000
sample	04/29/2024  03:42:50 PM	0.0000
vti	04/29/2024  03:43:50 PM	0.0000
sample	04/29/2024  03:43:50 PM	0.0000
vti	04/29/2024  03:44:50 PM	0.0000
sample	04/29/2024  03:44:50 PM	0.0000
vti	04/29/2024  03:45:50 PM	0.0000
sample	04/29/2024  03:45:50 PM	0.0000
vti	04/29/2024  03:46:50 PM	0.0000
sample	04/29/2024  03:46:50 PM	0.0000
vti	04/29/2024  03:47:50 PM	0.0000
sample	04/29/2024  03:47:50 PM	0.0000
vti	04/29/2024  03:48:50 PM	0.0000
sample	04/29/2024  03:48:50 PM	0.0000
vti	04/29/2024  03:49:50 PM	0.0000
sample	04/29/2024  03:49:50 PM	0.0000
vti	04/29/2024  03:50:50 PM	0.0000
sample	04/29/2024  03:50:50 PM	0.0000
vti	04/29/2024  03:51:50 PM	0.0000
sample	04/29/2024  03:51:50 PM	0.0000
vti	04/29/2024  03:52:50 PM	0.0000
sample	04/29/2024  03:52:50 PM	0.0000
vti	04/29/2024  03:53:50 PM	0.0000
sample	04/29/2024  03:53:50 PM	0.0000
vti	04/29/2024  03:54:50 PM	0.0000
sample	04/29/2024  03:54:50 PM	0.0000
vti	04/29/2024  03:55:50 PM	0.0000
sample	04/29/2024  03:55:50 PM	0.0000
vti	04/29/2024  03:56:50 PM	0.0000
sample	04/29/2024  03:56:50 PM	0.0000
vti	04/29/2024  03:57:50 PM	0.0000
sample	04/29/2024  03:57:50 PM	0.0000
vti	04/29/2024  03:58:50 PM	0.0000
sample	04/29/2024  03:58:50 PM	0.0000
vti	04/29/2024  03:59:50 PM	0.0000
sample	04/29/2024  03:59:50 PM	0.0000
vti	04/29/2024  04:00:50 PM	0.0000
sample	04/29/2024  04:00:50 PM	0.0000
vti	04/29/2024  04:01:50 PM	0.0000
sample	04/29/2024  04:01:50 PM	0.0000
vti	04/29/2024  04:02:50 PM	0.0000
sample	04/29/2024  04:02:50 PM	0.0000
vti	04/29/2024  04:03:50 PM	0.0000
sample	04/29/2024  04:03:50 PM	0.0000
vti	04/29/2024  04:04:50 PM	0.0000
sample	04/29/2024  04:04:50 PM	0.0000
vti	04/29/2024  04:05:50 PM	0.0000
sample	04/29/2024  04:05:50 PM	0.0000
vti	04/29/2024  04:06:50 PM	0.0000
sample	04/29/2024  04:06:50 PM	0.0000
vti	04/29/2024  04:07:50 PM	0.0000
sample	04/29/2024  04:07:50 PM	0.0000
vti	04/29/2024  04:08:50 PM	0.0000
sample	04/29/2024  04:08:50 PM	0.0000
vti	04/29/2024  04:09:50 PM	0.0000
sample	04/29/2024  04:09:50 PM	0.0000
vti	04/29/2024  04:10:50 PM	0.0000
sample	04/29/2024  04:10:50 PM	0.0000
vti	04/29/2024  04:11:50 PM	0.0000
sample	04/29/2024  04:11:50 PM	0.0000
vti	04/29/2024  04:12:50 PM	0.0000
sample	04/29/2024  04:12:50 PM	0.0000
vti	04/29/2024  04:13:50 PM	0.0000
sample	04/29/2024  04:13:50 PM	0.0000
vti	04/29/2024  04:14:48 PM	0.0000
sample	04/29/2024  04:14:48 PM	0.0000
vti	04/29/2024  04:15:48 PM	0.0000
sample	04/29/2024  04:15:48 PM	0.0000
vti	04/29/2024  04:16:48 PM	0.0000
sample	04/29/2024  04:16:48 PM	0.0000
vti	04/29/2024  04:17:48 PM	0.0000
sample	04/29/2024  04:17:48 PM	0.0000
vti	04/29/2024  04:18:48 PM	0.0000
sample	04/29/2024  04:18:48 PM	0.0000
vti	04/29/2024  04:19:48 PM	0.0000
sample	04/29/2024  04:19:48 PM	0.0000
vti	04/29/2024  04:20:48 PM	0.0000
sample	04/29/2024  04:20:48 PM	0.0000
vti	04/29/2024  04:21:48 PM	0.0000
sample	04/29/2024  04:21:48 PM	0.0000
vti	04/29/2024  04:22:48 PM	0.0000
sample	04/29/2024  04:22:48 PM	0.0000
vti	04/29/2024  04:23:48 PM	0.0000
sample	04/29/2024  04:23:48 PM	0.0000
vti	04/29/2024  04:24:48 PM	0.0000
sample	04/29/2024  04:24:48 PM	0.0000
vti	04/29/2024  04:25:48 PM	0.0000
sample	04/29/2024  04:25:48 PM	0.0000
vti	04/29/2024  04:26:48 PM	0.0000
sample	04/29/2024  04:26:48 PM	0.0000
vti	04/29/2024  04:27:48 PM	0.0000
sample	04/29/2024  04:27:48 PM	0.0000
vti	04/29/2024  04:28:48 PM	0.0000
sample	04/29/2024  04:28:48 PM	0.0000
vti	04/29/2024  04:29:48 PM	0.0000
sample	04/29/2024  04:29:48 PM	0.0000
vti	04/29/2024  04:30:48 PM	0.0000
sample	04/29/2024  04:30:48 PM	0.0000
vti	04/29/2024  04:31:48 PM	0.0000
sample	04/29/2024  04:31:48 PM	0.0000
vti	04/29/2024  04:32:48 PM	0.0000
sample	04/29/2024  04:32:48 PM	0.0000
vti	04/29/2024  04:33:48 PM	0.0000
sample	04/29/2024  04:33:48 PM	0.0000
vti	04/29/2024  04:34:48 PM	0.0000
sample	04/29/2024  04:34:48 PM	0.0000
vti	04/29/2024  04:35:48 PM	0.0000
sample	04/29/2024  04:35:48 PM	0.0000
vti	04/29/2024  04:36:48 PM	0.0000
sample	04/29/2024  04:36:48 PM	0.0000
vti	04/29/2024  04:37:48 PM	0.0000
sample	04/29/2024  04:37:48 PM	0.0000
vti	04/29/2024  04:38:48 PM	0.0000
sample	04/29/2024  04:38:48 PM	0.0000
vti	04/29/2024  04:39:48 PM	0.0000
sample	04/29/2024  04:39:48 PM	0.0000
vti	04/29/2024  04:40:48 PM	0.0000
sample	04/29/2024  04:40:48 PM	0.0000
vti	04/29/2024  04:41:48 PM	0.0000
sample	04/29/2024  04:41:48 PM	0.0000
vti	04/29/2024  04:42:48 PM	0.0000
sample	04/29/2024  04:42:48 PM	0.0000
vti	04/29/2024  04:43:48 PM	0.0000
sample	04/29/2024  04:43:48 PM	0.0000
vti	04/29/2024  04:44:48 PM	0.0000
sample	04/29/2024  04:44:48 PM	0.0000
vti	04/29/2024  04:45:48 PM	0.0000
sample	04/29/2024  04:45:48 PM	0.0000
vti	04/29/2024  04:46:48 PM	0.0000
sample	04/29/2024  04:46:48 PM	0.0000
vti	04/29/2024  04:47:48 PM	0.0000
sample	04/29/2024  04:47:48 PM	0.0000
vti	04/29/2024  04:48:48 PM	0.0000
sample	04/29/2024  04:48:48 PM	0.0000
vti	04/29/2024  04:49:48 PM	0.0000
sample	04/29/2024  04:49:48 PM	0.0000
vti	04/29/2024  04:50:48 PM	0.0000
sample	04/29/2024  04:50:48 PM	0.0000
vti	04/29/2024  04:51:48 PM	0.0000
sample	04/29/2024  04:51:48 PM	0.0000
vti	04/29/2024  04:52:48 PM	0.0000
sample	04/29/2024  04:52:48 PM	0.0000
vti	04/29/2024  04:53:48 PM	0.0000
sample	04/29/2024  04:53:48 PM	0.0000
vti	04/29/2024  04:54:48 PM	0.0000
sample	04/29/2024  04:54:48 PM	0.0000
vti	04/29/2024  04:55:48 PM	0.0000
sample	04/29/2024  04:55:48 PM	0.0000
vti	04/29/2024  04:56:48 PM	0.0000
sample	04/29/2024  04:56:48 PM	0.0000
vti	04/29/2024  04:57:48 PM	0.0000
sample	04/29/2024  04:57:48 PM	0.0000
vti	04/29/2024  04:58:48 PM	0.0000
sample	04/29/2024  04:58:48 PM	0.0000
vti	04/29/2024  04:59:48 PM	0.0000
sample	04/29/2024  04:59:48 PM	0.0000
vti	04/29/2024  05:00:48 PM	0.0000
sample	04/29/2024  05:00:48 PM	0.0000
vti	04/29/2024  05:01:48 PM	0.0000
sample	04/29/2024  05:01:48 PM	0.0000
vti	04/29/2024  05:02:48 PM	0.0000
sample	04/29/2024  05:02:48 PM	0.0000
vti	04/29/2024  05:03:48 PM	0.0000
sample	04/29/2024  05:03:48 PM	0.0000
vti	04/29/2024  05:04:48 PM	0.0000
sample	04/29/2024  05:04:48 PM	0.0000
vti	04/29/2024  05:05:48 PM	0.0000
sample	04/29/2024  05:05:48 PM	0.0000
vti	04/29/2024  05:06:48 PM	0.0000
sample	04/29/2024  05:06:48 PM	0.0000
vti	04/29/2024  05:07:48 PM	0.0000
sample	04/29/2024  05:07:48 PM	0.0000
vti	04/29/2024  05:08:48 PM	0.0000
sample	04/29/2024  05:08:48 PM	0.0000
vti	04/29/2024  05:09:48 PM	0.0000
sample	04/29/2024  05:09:48 PM	0.0000
vti	04/29/2024  05:10:48 PM	0.0000
sample	04/29/2024  05:10:48 PM	0.0000
vti	04/29/2024  05:11:48 PM	0.0000
sample	04/29/2024  05:11:48 PM	0.0000
vti	04/29/2024  05:12:48 PM	0.0000
sample	04/29/2024  05:12:48 PM	0.0000
vti	04/29/2024  05:13:48 PM	0.0000
sample	04/29/2024  05:13:48 PM	0.0000
vti	04/29/2024  05:14:48 PM	0.0000
sample	04/29/2024  05:14:48 PM	0.0000
vti	04/29/2024  05:15:48 PM	0.0000
sample	04/29/2024  05:15:48 PM	0.0000
vti	04/29/2024  05:16:48 PM	0.0000
sample	04/29/2024  05:16:48 PM	0.0000
vti	04/29/2024  05:17:48 PM	0.0000
sample	04/29/2024  05:17:48 PM	0.0000
vti	04/29/2024  05:18:48 PM	0.0000
sample	04/29/2024  05:18:48 PM	0.0000
vti	04/29/2024  05:19:48 PM	0.0000
sample	04/29/2024  05:19:48 PM	0.0000
vti	04/29/2024  05:20:48 PM	0.0000
sample	04/29/2024  05:20:48 PM	0.0000
vti	04/29/2024  05:21:48 PM	0.0000
sample	04/29/2024  05:21:48 PM	0.0000
vti	04/29/2024  05:22:48 PM	0.0000
sample	04/29/2024  05:22:48 PM	0.0000
vti	04/29/2024  05:23:48 PM	0.0000
sample	04/29/2024  05:23:48 PM	0.0000
vti	04/29/2024  05:24:48 PM	0.0000
sample	04/29/2024  05:24:48 PM	0.0000
vti	04/29/2024  05:25:48 PM	0.0000
sample	04/29/2024  05:25:48 PM	0.0000
vti	04/29/2024  05:26:48 PM	0.0000
sample	04/29/2024  05:26:48 PM	0.0000
vti	04/29/2024  05:27:48 PM	0.0000
sample	04/29/2024  05:27:48 PM	0.0000
vti	04/29/2024  05:28:48 PM	0.0000
sample	04/29/2024  05:28:48 PM	0.0000
vti	04/29/2024  05:29:48 PM	0.0000
sample	04/29/2024  05:29:48 PM	0.0000
vti	04/29/2024  05:30:48 PM	0.0000
sample	04/29/2024  05:30:48 PM	0.0000
vti	04/29/2024  05:31:48 PM	0.0000
sample	04/29/2024  05:31:48 PM	0.0000
vti	04/29/2024  05:32:48 PM	0.0000
sample	04/29/2024  05:32:48 PM	0.0000
vti	04/29/2024  05:33:48 PM	0.0000
sample	04/29/2024  05:33:48 PM	0.0000
vti	04/29/2024  05:34:48 PM	0.0000
sample	04/29/2024  05:34:48 PM	0.0000
vti	04/29/2024  05:35:48 PM	0.0000
sample	04/29/2024  05:35:48 PM	0.0000
vti	04/29/2024  05:36:48 PM	0.0000
sample	04/29/2024  05:36:48 PM	0.0000
vti	04/29/2024  05:37:48 PM	0.0000
sample	04/29/2024  05:37:48 PM	0.0000
vti	04/29/2024  05:38:48 PM	0.0000
sample	04/29/2024  05:38:48 PM	0.0000
vti	04/29/2024  05:39:48 PM	0.0000
sample	04/29/2024  05:39:48 PM	0.0000
vti	04/29/2024  05:40:48 PM	0.0000
sample	04/29/2024  05:40:48 PM	0.0000
vti	04/29/2024  05:41:48 PM	0.0000
sample	04/29/2024  05:41:48 PM	0.0000
vti	04/29/2024  05:42:48 PM	0.0000
sample	04/29/2024  05:42:48 PM	0.0000
vti	04/29/2024  05:43:48 PM	0.0000
sample	04/29/2024  05:43:48 PM	0.0000
vti	04/29/2024  05:44:48 PM	0.0000
sample	04/29/2024  05:44:48 PM	0.0000
vti	04/29/2024  05:45:48 PM	0.0000
sample	04/29/2024  05:45:48 PM	0.0000
vti	04/29/2024  05:46:48 PM	0.0000
sample	04/29/2024  05:46:48 PM	0.0000
vti	04/29/2024  05:47:48 PM	0.0000
sample	04/29/2024  05:47:48 PM	0.0000
vti	04/29/2024  05:48:48 PM	0.0000
sample	04/29/2024  05:48:48 PM	0.0000
vti	04/29/2024  05:49:48 PM	0.0000
sample	04/29/2024  05:49:48 PM	0.0000
vti	04/29/2024  05:50:48 PM	0.0000
sample	04/29/2024  05:50:48 PM	0.0000
vti	04/29/2024  05:51:48 PM	0.0000
sample	04/29/2024  05:51:48 PM	0.0000
vti	04/29/2024  05:52:48 PM	0.0000
sample	04/29/2024  05:52:48 PM	0.0000
vti	04/29/2024  05:53:48 PM	0.0000
sample	04/29/2024  05:53:48 PM	0.0000
vti	04/29/2024  05:54:48 PM	0.0000
sample	04/29/2024  05:54:48 PM	0.0000
vti	04/29/2024  05:55:48 PM	0.0000
sample	04/29/2024  05:55:48 PM	0.0000
vti	04/29/2024  05:56:48 PM	0.0000
sample	04/29/2024  05:56:48 PM	0.0000
vti	04/29/2024  05:57:48 PM	0.0000
sample	04/29/2024  05:57:48 PM	0.0000
vti	04/29/2024  05:58:48 PM	0.0000
sample	04/29/2024  05:58:48 PM	0.0000
vti	04/29/2024  05:59:48 PM	0.0000
sample	04/29/2024  05:59:48 PM	0.0000
vti	04/29/2024  06:00:48 PM	0.0000
sample	04/29/2024  06:00:48 PM	0.0000
vti	04/29/2024  06:01:48 PM	0.0000
sample	04/29/2024  06:01:48 PM	0.0000
vti	04/29/2024  06:02:48 PM	0.0000
sample	04/29/2024  06:02:48 PM	0.0000
vti	04/29/2024  06:03:48 PM	0.0000
sample	04/29/2024  06:03:48 PM	0.0000
vti	04/29/2024  06:04:48 PM	0.0000
sample	04/29/2024  06:04:48 PM	0.0000
vti	04/29/2024  06:05:48 PM	0.0000
sample	04/29/2024  06:05:48 PM	0.0000
vti	04/29/2024  06:06:48 PM	0.0000
sample	04/29/2024  06:06:48 PM	0.0000
vti	04/29/2024  06:07:48 PM	0.0000
sample	04/29/2024  06:07:48 PM	0.0000
vti	04/29/2024  06:08:48 PM	0.0000
sample	04/29/2024  06:08:48 PM	0.0000
vti	04/29/2024  06:09:48 PM	0.0000
sample	04/29/2024  06:09:48 PM	0.0000
vti	04/29/2024  06:10:48 PM	0.0000
sample	04/29/2024  06:10:48 PM	0.0000
vti	04/29/2024  06:11:48 PM	0.0000
sample	04/29/2024  06:11:48 PM	0.0000
vti	04/29/2024  06:12:48 PM	0.0000
sample	04/29/2024  06:12:48 PM	0.0000
vti	04/29/2024  06:13:48 PM	0.0000
sample	04/29/2024  06:13:48 PM	0.0000
vti	04/29/2024  06:14:48 PM	0.0000
sample	04/29/2024  06:14:48 PM	0.0000
vti	04/29/2024  06:15:48 PM	0.0000
sample	04/29/2024  06:15:48 PM	0.0000
vti	04/29/2024  06:16:48 PM	0.0000
sample	04/29/2024  06:16:48 PM	0.0000
vti	04/29/2024  06:17:48 PM	0.0000
sample	04/29/2024  06:17:48 PM	0.0000
vti	04/29/2024  06:18:48 PM	0.0000
sample	04/29/2024  06:18:48 PM	0.0000
vti	04/29/2024  06:19:48 PM	0.0000
sample	04/29/2024  06:19:48 PM	0.0000
vti	04/29/2024  06:20:48 PM	0.0000
sample	04/29/2024  06:20:48 PM	0.0000
vti	04/29/2024  06:21:48 PM	0.0000
sample	04/29/2024  06:21:48 PM	0.0000
vti	04/29/2024  06:22:48 PM	0.0000
sample	04/29/2024  06:22:48 PM	0.0000
vti	04/29/2024  06:23:48 PM	0.0000
sample	04/29/2024  06:23:48 PM	0.0000
vti	04/29/2024  06:24:48 PM	0.0000
sample	04/29/2024  06:24:48 PM	0.0000
vti	04/29/2024  06:25:48 PM	0.0000
sample	04/29/2024  06:25:48 PM	0.0000
vti	04/29/2024  06:26:48 PM	0.0000
sample	04/29/2024  06:26:48 PM	0.0000
vti	04/29/2024  06:27:48 PM	0.0000
sample	04/29/2024  06:27:48 PM	0.0000
vti	04/29/2024  06:28:48 PM	0.0000
sample	04/29/2024  06:28:48 PM	0.0000
vti	04/29/2024  06:29:48 PM	0.0000
sample	04/29/2024  06:29:48 PM	0.0000
vti	04/29/2024  06:30:48 PM	0.0000
sample	04/29/2024  06:30:48 PM	0.0000
vti	04/29/2024  06:31:48 PM	0.0000
sample	04/29/2024  06:31:48 PM	0.0000
vti	04/29/2024  06:32:48 PM	0.0000
sample	04/29/2024  06:32:48 PM	0.0000
vti	04/29/2024  06:33:48 PM	0.0000
sample	04/29/2024  06:33:48 PM	0.0000
vti	04/29/2024  06:34:48 PM	0.0000
sample	04/29/2024  06:34:48 PM	0.0000
vti	04/29/2024  06:35:48 PM	0.0000
sample	04/29/2024  06:35:48 PM	0.0000
vti	04/29/2024  06:36:48 PM	0.0000
sample	04/29/2024  06:36:48 PM	0.0000
vti	04/29/2024  06:37:48 PM	0.0000
sample	04/29/2024  06:37:48 PM	0.0000
vti	04/29/2024  06:38:48 PM	0.0000
sample	04/29/2024  06:38:48 PM	0.0000
vti	04/29/2024  06:39:48 PM	0.0000
sample	04/29/2024  06:39:48 PM	0.0000
vti	04/29/2024  06:40:48 PM	0.0000
sample	04/29/2024  06:40:48 PM	0.0000
vti	04/29/2024  06:41:48 PM	0.0000
sample	04/29/2024  06:41:48 PM	0.0000
vti	04/29/2024  06:42:48 PM	0.0000
sample	04/29/2024  06:42:48 PM	0.0000
vti	04/29/2024  06:43:48 PM	0.0000
sample	04/29/2024  06:43:48 PM	0.0000
vti	04/29/2024  06:44:48 PM	0.0000
sample	04/29/2024  06:44:48 PM	0.0000
vti	04/29/2024  06:45:48 PM	0.0000
sample	04/29/2024  06:45:48 PM	0.0000
vti	04/29/2024  06:46:48 PM	0.0000
sample	04/29/2024  06:46:48 PM	0.0000
vti	04/29/2024  06:47:48 PM	0.0000
sample	04/29/2024  06:47:48 PM	0.0000
vti	04/29/2024  06:48:48 PM	0.0000
sample	04/29/2024  06:48:48 PM	0.0000
vti	04/29/2024  06:49:48 PM	0.0000
sample	04/29/2024  06:49:48 PM	0.0000
vti	04/29/2024  06:50:48 PM	0.0000
sample	04/29/2024  06:50:48 PM	0.0000
vti	04/29/2024  06:51:48 PM	0.0000
sample	04/29/2024  06:51:48 PM	0.0000
vti	04/29/2024  06:52:48 PM	0.0000
sample	04/29/2024  06:52:48 PM	0.0000
vti	04/29/2024  06:53:48 PM	0.0000
sample	04/29/2024  06:53:48 PM	0.0000
vti	04/29/2024  06:54:48 PM	0.0000
sample	04/29/2024  06:54:48 PM	0.0000
vti	04/29/2024  06:55:48 PM	0.0000
sample	04/29/2024  06:55:48 PM	0.0000
vti	04/29/2024  06:56:48 PM	0.0000
sample	04/29/2024  06:56:48 PM	0.0000
vti	04/29/2024  06:57:48 PM	0.0000
sample	04/29/2024  06:57:48 PM	0.0000
vti	04/29/2024  06:58:48 PM	0.0000
sample	04/29/2024  06:58:48 PM	0.0000
vti	04/29/2024  06:59:48 PM	0.0000
sample	04/29/2024  06:59:48 PM	0.0000
vti	04/29/2024  07:00:48 PM	0.0000
sample	04/29/2024  07:00:48 PM	0.0000
vti	04/29/2024  07:01:48 PM	0.0000
sample	04/29/2024  07:01:48 PM	0.0000
vti	04/29/2024  07:02:48 PM	0.0000
sample	04/29/2024  07:02:48 PM	0.0000
vti	04/29/2024  07:03:48 PM	0.0000
sample	04/29/2024  07:03:48 PM	0.0000
vti	04/29/2024  07:04:48 PM	0.0000
sample	04/29/2024  07:04:48 PM	0.0000
vti	04/29/2024  07:05:48 PM	0.0000
sample	04/29/2024  07:05:48 PM	0.0000
vti	04/29/2024  07:06:48 PM	0.0000
sample	04/29/2024  07:06:48 PM	0.0000
vti	04/29/2024  07:07:48 PM	0.0000
sample	04/29/2024  07:07:48 PM	0.0000
vti	04/29/2024  07:08:48 PM	0.0000
sample	04/29/2024  07:08:48 PM	0.0000
