# X , Y , E
1
0.1001,0.354312,0.0927814
0.1003,0.458449,0.102569
0.100501,0.354207,0.0890393
0.100702,0.44567,0.100139
0.100903,0.472308,0.101224
0.101105,0.400788,0.0906597
0.101307,0.343585,0.0797594
0.10151,0.341085,0.0803102
0.101713,0.293865,0.0731772
0.101916,0.334116,0.0785793
0.10212,0.332274,0.0755792
0.102324,0.335195,0.0732386
0.102529,0.24654,0.0602231
0.102734,0.270011,0.0617483
0.10294,0.330642,0.0680803
0.103145,0.25032,0.0568571
0.103352,0.252186,0.055873
0.103558,0.252159,0.0536857
0.103766,0.260511,0.0545115
0.103973,0.289847,0.0562469
0.104181,0.287177,0.0562352
0.104389,0.197693,0.0465087
0.104598,0.239634,0.0487908
0.104807,0.211946,0.0454609
0.105017,0.254075,0.048092
0.105227,0.154894,0.0362836
0.105437,0.217192,0.0433207
0.105648,0.196261,0.0403956
0.10586,0.173231,0.0371492
0.106071,0.17934,0.0369652
0.106283,0.167356,0.0348445
0.106496,0.26531,0.0441814
0.106709,0.165305,0.0337824
0.106922,0.164668,0.0327454
0.107136,0.133523,0.0293491
0.107351,0.172035,0.0331401
0.107565,0.195941,0.0348129
0.10778,0.153067,0.0302408
0.107996,0.145447,0.0295508
0.108212,0.139336,0.028779
0.108428,0.146124,0.0284794
0.108645,0.127029,0.026265
0.108863,0.124923,0.0255411
0.10908,0.146006,0.0275133
0.109298,0.127624,0.0258149
0.109517,0.0956573,0.0219607
0.109736,0.103543,0.0224168
0.109956,0.125391,0.0243848
0.110175,0.150534,0.025972
0.110396,0.116177,0.0224193
0.110617,0.112134,0.0222952
0.110838,0.121101,0.0229349
0.111059,0.116435,0.022046
0.111282,0.106654,0.0204517
0.111504,0.121878,0.0216603
0.111727,0.109773,0.0201943
0.111951,0.112938,0.0204897
0.112175,0.0926699,0.0184894
0.112399,0.0885767,0.0176282
0.112624,0.0954918,0.018446
0.112849,0.0965617,0.0182371
0.113075,0.114837,0.0196278
0.113301,0.086281,0.0169275
0.113527,0.0817322,0.0163628
0.113754,0.0987413,0.0179884
0.113982,0.122436,0.019866
0.11421,0.0991691,0.0174913
0.114438,0.100235,0.017314
0.114667,0.0925709,0.0165268
0.114897,0.090935,0.0163684
0.115126,0.100492,0.0169366
0.115357,0.0926459,0.0160144
0.115587,0.100372,0.0163548
0.115818,0.105425,0.0167085
0.11605,0.0996926,0.0163598
0.116282,0.0956317,0.0159768
0.116515,0.0933722,0.0154574
0.116748,0.0868105,0.0146438
0.116981,0.0849329,0.014358
0.117215,0.112206,0.0165895
0.11745,0.100952,0.0154875
0.117685,0.0862683,0.0141121
0.11792,0.0923967,0.014671
0.118156,0.0751832,0.0131024
0.118392,0.0884957,0.014143
0.118629,0.0824117,0.0133533
0.118866,0.0791483,0.0130196
0.119104,0.0856223,0.0134744
0.119342,0.0649714,0.011723
0.119581,0.0850308,0.0132452
0.11982,0.085498,0.0130856
0.12006,0.100905,0.0140997
0.1203,0.0691764,0.0117886
0.12054,0.0950768,0.0139119
0.120781,0.0682252,0.0115805
0.121023,0.0703349,0.0114406
0.121265,0.0799876,0.0120895
0.121507,0.097296,0.0135188
0.121751,0.0815192,0.012141
0.121994,0.0769938,0.0116882
0.122238,0.0785001,0.0117384
0.122482,0.0714567,0.0111402
0.122727,0.0618231,0.0104186
0.122973,0.0666186,0.0107083
0.123219,0.0939854,0.0125957
0.123465,0.0888597,0.0121181
0.123712,0.0921004,0.0121859
0.12396,0.0814426,0.0114525
0.124208,0.0541862,0.00926681
0.124456,0.0581729,0.00951972
0.124705,0.0640043,0.00992825
0.124954,0.0719914,0.0106407
0.125204,0.0738017,0.0106474
0.125455,0.0908872,0.0116604
0.125706,0.0696261,0.0100932
0.125957,0.0668701,0.00987125
0.126209,0.0636571,0.00961713
0.126461,0.0592718,0.0092086
0.126714,0.0601943,0.00921799
0.126968,0.0758138,0.0102597
0.127222,0.0530297,0.00848224
0.127476,0.0637841,0.00935914
0.127731,0.0652313,0.00940979
0.127986,0.0555285,0.00860304
0.128242,0.0524558,0.00831713
0.128499,0.0539309,0.00840805
0.128756,0.0544722,0.00832141
0.129013,0.0596223,0.00865765
0.129271,0.0664544,0.0090466
0.12953,0.0708748,0.00933817
0.129789,0.0600174,0.0086069
0.130049,0.0609621,0.00866156
0.130309,0.0622656,0.00863039
0.130569,0.063555,0.00867237
0.13083,0.0568503,0.00818535
0.131092,0.0502631,0.00758669
0.131354,0.0626897,0.00846921
0.131617,0.0536624,0.00775766
0.13188,0.049437,0.00743524
0.132144,0.0594586,0.00811187
0.132408,0.0494515,0.00733137
0.132673,0.0505908,0.00737057
0.132938,0.0562297,0.00771328
0.133204,0.0638621,0.00820383
0.133471,0.0664522,0.00828612
0.133738,0.058349,0.00773552
0.134005,0.0565115,0.00759878
0.134273,0.0571018,0.00764485
0.134542,0.0576989,0.0076492
0.134811,0.0609894,0.00771808
0.13508,0.0698645,0.00823015
0.135351,0.0630834,0.00783204
0.135621,0.0529348,0.00711157
0.135892,0.0476734,0.00673578
0.136164,0.049415,0.00684736
0.136437,0.0560628,0.00729355
0.136709,0.0665501,0.00789192
0.136983,0.0623154,0.00754329
0.137257,0.0555447,0.00708673
0.137531,0.0606135,0.00739042
0.137806,0.0534034,0.00692455
0.138082,0.0532682,0.00691761
0.138358,0.0559008,0.00699478
0.138635,0.0508757,0.0066344
0.138912,0.0491373,0.00648057
0.13919,0.0648913,0.00746978
0.139468,0.0514979,0.00660355
0.139747,0.0556374,0.00684434
0.140027,0.053896,0.00673722
0.140307,0.0431879,0.00598287
0.140588,0.0502693,0.00638822
0.140869,0.0519493,0.00647835
0.14115,0.0466746,0.00611598
0.141433,0.0464899,0.00607042
0.141716,0.0495888,0.00625526
0.141999,0.0402442,0.00560362
0.142283,0.0400272,0.00554352
0.142568,0.0415877,0.00560971
0.142853,0.0433154,0.00571975
0.143138,0.0504721,0.00615832
0.143425,0.0488428,0.00599794
0.143712,0.0390364,0.00535027
0.143999,0.0466195,0.00582517
0.144287,0.0512894,0.00611153
0.144576,0.0494829,0.00598538
0.144865,0.0468503,0.00579072
0.145154,0.0405198,0.00535421
0.145445,0.0397027,0.00525208
0.145736,0.0430882,0.00545727
0.146027,0.0449169,0.00556905
0.146319,0.0433215,0.00542118
0.146612,0.041468,0.00531096
