# scan = 508
# date = 5/3/2024
# time = 2:28:14 PM
# proposal = 32124
# experiment = Investigation of Spin Waves and Magnetic Interactions in NiTiO3
# experiment_number = 418
# command = scan h 0.2 k 0 l 1.5 e 0.1 4 0.1 preset mcu 60
# builtin_command = scan h 0.2 k 0 l 1.5 e 0.1 4 0.1 preset mcu 60
# users = Armando Di Biase, John Schneeloch, Despina Louca, Rathnayaka Mudiyanselage Dilan Srimal Rathnayaka
# local_contact = Tao Hong
# scan_title = inelastic scans in H0L plane
# monochromator = PG002
# analyzer = Pg002
# sense = -+-
# collimation = 48-40-40-120
# samplename = Single crystal
# sampletype = crystal
# samplemosaic = 30.000000
# latticeconstants = 5.027293,5.027293,13.803923,90.000000,90.000000,120.000000
# ubmatrix = -0.142605,-0.075642,0.056767,-0.179972,-0.092589,-0.045001,0.005468,-0.196116,-0.000650
# mode = 0
# plane_normal = 0.021815,0.013086,0.999676
# ubconf = UB03May2024_95238AM.ini
# preset_type = normal 
# preset_channel = mcu
# preset_value = 60.000000
# def_x = e
# def_y = detector
# col_headers = 
#   Pt.          h          k          l          e       time   detector    monitor        mcu focal_length         m1         m2       marc     mtrans     mfocus         s1         s2        sgl        sgu        bbb        bbl        bbr        bbt        bab        bal        bar        bat        stl        stu         a1         a2     afocus        qm1        qm2        qm3        qm4        qm5        qm6        qm7        qm8        xm1        xm2        xm3        xm4        xm5        xm6        xm7        xm8          q         ei         ef        vti     sample       temp
# Fri, May 03, 2024 [2:28:15 PM] : SPICE Error in Common.lvlib:Common_Commands.lvlib:drive_scan.vi.
# ERROR in driving: Fri, May 03, 2024 [2:28:14 PM] : SPICE Error in Common.lvlib:Common_Commands.lvlib:CheckLimits.vi. 
# The destination for "s1", -100.88241, is below the lower limit of -100.00000.
# ...Move aborted.
      2     0.2000    -0.0000     1.5000     0.2000     66.644      5.000 132001.000     60.000   112.1105   135.5126   -88.9748     0.4200    -1.0000    25.8560   -99.6650    32.6279    -1.2500     0.7500     0.0000     0.0000     0.0000     0.0000    15.0000     5.0000     9.0000    22.0000    -4.0000    -3.0000   133.9046   -92.1908     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.7413     3.7000     3.5000     1.5214     1.4975     1.000
      3     0.2000    -0.0000     1.5000     0.3000     68.785      1.000 132001.000     60.000   110.6241   136.2534   -87.4932     0.4200    -1.0000    26.0880   -98.4650    32.3554    -1.2500     0.7500     0.0000     0.0000     0.0000     0.0000    15.0000     5.0000     9.0000    22.0000    -4.0000    -3.0000   133.9046   -92.1908     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.7413     3.8000     3.5000     1.5206     1.4981     1.000
      4     0.2000    -0.0000     1.5000     0.4000     58.344      3.000 132001.000     60.000   109.2012   136.9570   -86.0861     0.4200    -1.0000    26.3160   -97.2825    32.0724    -1.2500     0.7500     0.0000     0.0000     0.0000     0.0000    15.0000     5.0000     9.0000    22.0000    -4.0000    -3.0000   133.9046   -92.1908     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.7413     3.9000     3.5000     1.5202     1.4975     1.000
      5     0.2000     0.0000     1.5000     0.5000     56.185      1.000 132001.000     60.000   107.8384   137.6264   -84.7472     0.4200    -1.0000    26.5400   -96.1175    31.7795    -1.2500     0.7500     0.0000     0.0000     0.0000     0.0000    15.0000     5.0000     9.0000    22.0000    -4.0000    -3.0000   133.9046   -92.1908     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.7413     4.0000     3.5000     1.5195     1.4938     1.000
      6     0.2000     0.0000     1.5000     0.6000     55.661      3.000 132001.000     60.000   106.5093   138.2646   -83.4709     0.4200    -1.0000    26.7640   -94.9700    31.4770    -1.2500     0.7500     0.0000     0.0000     0.0000     0.0000    15.0000     5.0000     9.0000    22.0000    -4.0000    -3.0000   133.9046   -92.1908     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.7413     4.1000     3.5000     1.5196     1.4936     1.000
      7     0.2000    -0.0000     1.5000     0.7000     54.175      2.000 132001.000     60.000   105.2354   138.8738   -82.2523     0.4200    -1.0000    26.9840   -93.8350    31.1654    -1.2500     0.7500     0.0000     0.0000     0.0000     0.0000    15.0000     5.0000     9.0000    22.0000    -4.0000    -3.0000   133.9046   -92.1908     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.7413     4.2000     3.5000     1.5202     1.5028     1.000
      8     0.2000    -0.0000     1.5000     0.8000     53.558      3.000 132001.000     60.000   104.0140   139.4564   -81.0872     0.4200    -1.0000    27.2000   -92.7125    30.8451    -1.2500     0.7500     0.0000     0.0000     0.0000     0.0000    15.0000     5.0000     9.0000    22.0000    -4.0000    -3.0000   133.9046   -92.1908     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.7413     4.3000     3.5000     1.5209     1.4997     1.000
      9     0.2000    -0.0000     1.5000     0.9000     53.264      1.000 132001.000     60.000   102.8206   140.0142   -79.9715     0.4200    -1.0000    27.4160   -91.6050    30.5162    -1.2500     0.7500     0.0000     0.0000     0.0000     0.0000    15.0000     5.0000     9.0000    22.0000    -4.0000    -3.0000   133.9046   -92.1908     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.7413     4.4000     3.5000     1.5213     1.4996     1.000
     10     0.2000    -0.0000     1.5000     1.0000     52.544      0.000 132001.000     60.000   101.6756   140.5490   -78.9019     0.4200    -1.0000    27.6280   -90.5050    30.1790    -1.2500     0.7500     0.0000     0.0000     0.0000     0.0000    15.0000     5.0000     9.0000    22.0000    -4.0000    -3.0000   133.9046   -92.1908     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.7413     4.5000     3.5000     1.5216     1.4985     1.000
     11     0.2000     0.0000     1.5000     1.1000     52.125      0.000 132001.000     60.000   100.5558   141.0625   -77.8751     0.4200    -1.0000    27.8400   -89.4125    29.8338    -1.2500     0.7500     0.0000     0.0000     0.0000     0.0000    15.0000     5.0000     9.0000    22.0000    -4.0000    -3.0000   133.9046   -92.1908     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.7413     4.6000     3.5000     1.5219     1.5014     1.000
