# {InputWorkspace: MoTe2_S1_P19_cool_down_201_250K_target_254.6131actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_250K_target_254.6131actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.57225e-05	1.17594e-06
-1.17	1.63538e-05	1.20093e-06
-1.15	1.63103e-05	1.2e-06
-1.13	1.70446e-05	1.22878e-06
-1.11	1.68417e-05	1.21516e-06
-1.09	1.86583e-05	1.28658e-06
-1.07	1.84008e-05	1.2787e-06
-1.05	1.80359e-05	1.2597e-06
-1.03	1.92517e-05	1.30314e-06
-1.01	1.92445e-05	1.30127e-06
-0.99	1.93447e-05	1.3025e-06
-0.97	1.95939e-05	1.31165e-06
-0.95	2.04754e-05	1.34479e-06
-0.93	1.84527e-05	1.27153e-06
-0.91	1.91194e-05	1.30478e-06
-0.89	1.84514e-05	1.27993e-06
-0.87	1.89525e-05	1.29784e-06
-0.85	1.94703e-05	1.31548e-06
-0.83	1.76554e-05	1.25643e-06
-0.81	1.83078e-05	1.27316e-06
-0.79	1.70736e-05	1.22949e-06
-0.77	1.68861e-05	1.2239e-06
-0.75	1.54398e-05	1.16997e-06
-0.73	1.48247e-05	1.14356e-06
-0.71	1.36011e-05	1.09554e-06
-0.69	1.35626e-05	1.09353e-06
-0.67	1.27778e-05	1.06106e-06
-0.65	1.29661e-05	1.07138e-06
-0.63	1.27693e-05	1.06899e-06
-0.61	1.23715e-05	1.05284e-06
-0.59	1.22406e-05	1.04371e-06
-0.57	1.0878e-05	9.85246e-07
-0.55	1.13209e-05	1.00577e-06
-0.53	1.10496e-05	9.90654e-07
-0.51	1.04945e-05	9.63975e-07
-0.49	9.83748e-06	9.33125e-07
-0.47	1.0362e-05	9.57263e-07
-0.45	9.41264e-06	9.09103e-07
-0.43	9.20545e-06	9.01388e-07
-0.41	9.82264e-06	9.28705e-07
-0.39	9.35056e-06	9.06981e-07
-0.37	9.30315e-06	8.99036e-07
-0.35	8.87945e-06	8.85005e-07
-0.33	7.97519e-06	8.28196e-07
-0.31	8.53563e-06	8.64699e-07
-0.29	8.33067e-06	8.55853e-07
-0.27	8.38733e-06	8.57796e-07
-0.25	8.50336e-06	8.61377e-07
-0.23	8.23141e-06	8.47752e-07
-0.21	8.34689e-06	8.53399e-07
-0.19	8.59749e-06	8.63373e-07
-0.17	9.15421e-06	8.92787e-07
-0.15	8.88178e-06	8.7684e-07
-0.13	7.97938e-06	8.31721e-07
-0.11	9.29154e-06	8.9611e-07
-0.09	7.98457e-06	8.33261e-07
-0.0700001	7.56705e-06	8.14178e-07
-0.0500001	8.72017e-06	8.75371e-07
-0.0300001	8.50715e-06	8.66445e-07
