# {InputWorkspace: MoTe2_S1_P19_warm_up_201_290K_target_284.532actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_warm_up_201_290K_target_284.532actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.65456e-05	1.21463e-06
-1.17	1.66508e-05	1.20945e-06
-1.15	1.73063e-05	1.24465e-06
-1.13	1.73446e-05	1.23407e-06
-1.11	1.77705e-05	1.25605e-06
-1.09	1.86668e-05	1.29155e-06
-1.07	1.82492e-05	1.2695e-06
-1.05	1.90593e-05	1.29479e-06
-1.03	1.94482e-05	1.31479e-06
-1.01	2.0996e-05	1.35851e-06
-0.99	2.02314e-05	1.34185e-06
-0.97	2.06398e-05	1.35149e-06
-0.95	2.00303e-05	1.33599e-06
-0.93	1.99273e-05	1.33023e-06
-0.91	2.05517e-05	1.3495e-06
-0.89	1.92792e-05	1.31019e-06
-0.87	1.9757e-05	1.32542e-06
-0.85	1.88616e-05	1.29906e-06
-0.83	1.88123e-05	1.29312e-06
-0.81	1.75928e-05	1.2489e-06
-0.79	1.75063e-05	1.24668e-06
-0.77	1.65744e-05	1.20463e-06
-0.75	1.61376e-05	1.18947e-06
-0.73	1.41663e-05	1.11318e-06
-0.71	1.37932e-05	1.09894e-06
-0.69	1.27944e-05	1.06116e-06
-0.67	1.25219e-05	1.04747e-06
-0.65	1.23448e-05	1.03493e-06
-0.63	1.25442e-05	1.05356e-06
-0.61	1.15097e-05	1.00972e-06
-0.59	1.19538e-05	1.02898e-06
-0.57	1.09996e-05	9.82974e-07
-0.55	1.092e-05	9.79603e-07
-0.53	1.08497e-05	9.78492e-07
-0.51	1.03728e-05	9.63197e-07
-0.49	1.03949e-05	9.55572e-07
-0.47	1.05298e-05	9.66562e-07
-0.45	1.05914e-05	9.74481e-07
-0.43	1.04954e-05	9.66927e-07
-0.41	9.56524e-06	9.25666e-07
-0.39	9.7273e-06	9.31342e-07
-0.37	9.54782e-06	9.2001e-07
-0.35	9.41906e-06	9.10075e-07
-0.33	9.39472e-06	9.09902e-07
-0.31	8.60646e-06	8.715e-07
-0.29	9.35302e-06	9.07066e-07
-0.27	9.1367e-06	8.96191e-07
-0.25	8.47558e-06	8.5641e-07
-0.23	8.87903e-06	8.81384e-07
-0.21	9.02932e-06	8.87428e-07
-0.19	9.34348e-06	9.06588e-07
-0.17	8.67068e-06	8.65929e-07
-0.15	8.64727e-06	8.65013e-07
-0.13	8.89836e-06	8.79217e-07
-0.11	8.49546e-06	8.64129e-07
-0.09	8.19209e-06	8.44758e-07
-0.0700001	8.66047e-06	8.72144e-07
-0.0500001	8.80821e-06	8.79844e-07
-0.0300001	9.27353e-06	9.05511e-07
-0.00999999	8.94781e-06	8.84885e-07
