# {InputWorkspace: MoTe2_S1_P19_cool_down_201_180K_target_184.8505actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_180K_target_184.8505actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.59009e-05	1.18588e-06
-1.17	1.54347e-05	1.16963e-06
-1.15	1.66448e-05	1.22e-06
-1.13	1.96451e-05	1.32362e-06
-1.11	1.973e-05	1.31493e-06
-1.09	2.16565e-05	1.38017e-06
-1.07	2.16469e-05	1.37401e-06
-1.05	2.21916e-05	1.39333e-06
-1.03	2.2854e-05	1.41361e-06
-1.01	2.43617e-05	1.46579e-06
-0.99	2.47388e-05	1.47315e-06
-0.97	2.46334e-05	1.46991e-06
-0.95	2.44338e-05	1.46161e-06
-0.93	2.46234e-05	1.46983e-06
-0.91	2.36196e-05	1.44026e-06
-0.89	2.31623e-05	1.42356e-06
-0.87	2.28687e-05	1.41728e-06
-0.85	2.14822e-05	1.36996e-06
-0.83	1.98651e-05	1.3041e-06
-0.81	1.92832e-05	1.28896e-06
-0.79	1.65219e-05	1.18577e-06
-0.77	1.53862e-05	1.15142e-06
-0.75	1.45095e-05	1.10972e-06
-0.73	1.31528e-05	1.05576e-06
-0.71	1.10826e-05	9.73174e-07
-0.69	1.05202e-05	9.53577e-07
-0.67	1.02949e-05	9.43063e-07
-0.65	1.02876e-05	9.44584e-07
-0.63	8.93297e-06	8.77057e-07
-0.61	9.11686e-06	8.90307e-07
-0.59	9.77271e-06	9.27735e-07
-0.57	8.58566e-06	8.66235e-07
-0.55	8.99732e-06	8.94515e-07
-0.53	8.99202e-06	8.95705e-07
-0.51	8.78614e-06	8.83259e-07
-0.49	8.60354e-06	8.74837e-07
-0.47	8.52592e-06	8.72641e-07
-0.45	8.51595e-06	8.7412e-07
-0.43	8.29838e-06	8.65555e-07
-0.41	7.66255e-06	8.30765e-07
-0.39	7.8295e-06	8.365e-07
-0.37	8.57888e-06	8.76996e-07
-0.35	7.62611e-06	8.19224e-07
-0.33	7.52209e-06	8.23391e-07
-0.31	8.36044e-06	8.6752e-07
-0.29	8.21287e-06	8.54548e-07
-0.27	7.87859e-06	8.28483e-07
-0.25	7.99651e-06	8.35235e-07
-0.23	8.31352e-06	8.538e-07
-0.21	9.53511e-06	9.13486e-07
-0.19	7.71144e-06	8.15568e-07
-0.17	8.414e-06	8.50223e-07
-0.15	8.88025e-06	8.67213e-07
-0.13	8.8724e-06	8.7838e-07
-0.11	8.57323e-06	8.54564e-07
-0.09	9.08885e-06	8.88951e-07
-0.0700001	9.22081e-06	8.91508e-07
-0.0500001	9.3004e-06	8.99426e-07
-0.0300001	9.09855e-06	8.92494e-07
-0.00999999	9.10807e-06	8.84352e-07
