# {InputWorkspace: MoTe2_S1_P19_warm_up_201_200K_target_194.3944actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_warm_up_201_200K_target_194.3944actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.61348e-05	1.20218e-06
-1.17	1.69884e-05	1.23608e-06
-1.15	1.87714e-05	1.30053e-06
-1.13	1.93727e-05	1.31247e-06
-1.11	2.06091e-05	1.35027e-06
-1.09	2.16758e-05	1.38449e-06
-1.07	2.18835e-05	1.38927e-06
-1.05	2.37286e-05	1.4412e-06
-1.03	2.32342e-05	1.43172e-06
-1.01	2.54628e-05	1.49584e-06
-0.99	2.43645e-05	1.46213e-06
-0.97	2.41564e-05	1.45548e-06
-0.95	2.43942e-05	1.46426e-06
-0.93	2.4173e-05	1.45994e-06
-0.91	2.39218e-05	1.44869e-06
-0.89	2.3791e-05	1.44276e-06
-0.87	2.1977e-05	1.39249e-06
-0.85	2.07794e-05	1.34523e-06
-0.83	1.85936e-05	1.26529e-06
-0.81	1.71437e-05	1.21015e-06
-0.79	1.69296e-05	1.19838e-06
-0.77	1.62608e-05	1.18034e-06
-0.75	1.58456e-05	1.16285e-06
-0.73	1.2109e-05	1.01475e-06
-0.71	1.11618e-05	9.7341e-07
-0.69	1.08847e-05	9.64646e-07
-0.67	1.05803e-05	9.55223e-07
-0.65	1.04579e-05	9.59142e-07
-0.63	9.78267e-06	9.22807e-07
-0.61	9.23528e-06	9.02367e-07
-0.59	8.69531e-06	8.7474e-07
-0.57	9.09216e-06	8.97005e-07
-0.55	8.59283e-06	8.71364e-07
-0.53	8.31837e-06	8.61478e-07
-0.51	8.43511e-06	8.63589e-07
-0.49	8.67435e-06	8.74892e-07
-0.47	7.93208e-06	8.43129e-07
-0.45	8.08422e-06	8.53433e-07
-0.43	7.91222e-06	8.48531e-07
-0.41	7.83246e-06	8.42601e-07
-0.39	8.30747e-06	8.65966e-07
-0.37	8.28301e-06	8.63831e-07
-0.35	8.14253e-06	8.502e-07
-0.33	8.7522e-06	8.82182e-07
-0.31	8.40834e-06	8.6581e-07
-0.29	8.6422e-06	8.72245e-07
-0.27	8.08314e-06	8.4754e-07
-0.25	7.62536e-06	8.21018e-07
-0.23	8.17835e-06	8.49774e-07
-0.21	8.04338e-06	8.40381e-07
-0.19	8.81241e-06	8.72885e-07
-0.17	8.75586e-06	8.71174e-07
-0.15	8.88967e-06	8.77362e-07
-0.13	9.24613e-06	8.9033e-07
-0.11	8.65618e-06	8.6666e-07
-0.09	8.3263e-06	8.44633e-07
-0.0700001	8.64543e-06	8.64867e-07
-0.0500001	8.72384e-06	8.69658e-07
-0.0300001	8.70092e-06	8.70391e-07
