# {InputWorkspace: MoTe2_S1_P19_warm_up_201_260K_target_254.2839actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_warm_up_201_260K_target_254.2839actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.42587e-05	1.12315e-06
-1.17	1.55026e-05	1.17551e-06
-1.15	1.71009e-05	1.2421e-06
-1.13	1.78106e-05	1.26008e-06
-1.11	1.89978e-05	1.3004e-06
-1.09	2.06898e-05	1.35692e-06
-1.07	2.22877e-05	1.40885e-06
-1.05	2.26433e-05	1.41726e-06
-1.03	2.34465e-05	1.43996e-06
-1.01	2.41951e-05	1.4572e-06
-0.99	2.57225e-05	1.50868e-06
-0.97	2.57604e-05	1.50757e-06
-0.95	2.59827e-05	1.52105e-06
-0.93	2.5614e-05	1.50086e-06
-0.91	2.39999e-05	1.45533e-06
-0.89	2.46444e-05	1.47648e-06
-0.87	2.55398e-05	1.50873e-06
-0.85	2.264e-05	1.41544e-06
-0.83	2.24643e-05	1.40171e-06
-0.81	1.953e-05	1.29772e-06
-0.79	1.88123e-05	1.28046e-06
-0.77	1.78045e-05	1.23735e-06
-0.75	1.69998e-05	1.21094e-06
-0.73	1.46854e-05	1.12045e-06
-0.71	1.24105e-05	1.02813e-06
-0.69	1.15776e-05	9.93847e-07
-0.67	1.12661e-05	9.88451e-07
-0.65	1.08073e-05	9.60787e-07
-0.63	9.97416e-06	9.3168e-07
-0.61	9.02734e-06	8.78583e-07
-0.59	9.16742e-06	8.92397e-07
-0.57	9.12241e-06	8.94441e-07
-0.55	8.7463e-06	8.79107e-07
-0.53	8.87371e-06	8.87261e-07
-0.51	8.76232e-06	8.82456e-07
-0.49	8.45632e-06	8.65739e-07
-0.47	8.96508e-06	8.94368e-07
-0.45	8.76235e-06	8.82114e-07
-0.43	8.67365e-06	8.87042e-07
-0.41	8.17398e-06	8.56757e-07
-0.39	8.95491e-06	8.97136e-07
-0.37	8.20237e-06	8.54895e-07
-0.35	8.12495e-06	8.50666e-07
-0.33	8.4465e-06	8.65135e-07
-0.31	8.39815e-06	8.60301e-07
-0.29	8.26745e-06	8.53876e-07
-0.27	8.7098e-06	8.81756e-07
-0.25	8.03711e-06	8.43344e-07
-0.23	8.1035e-06	8.46535e-07
-0.21	8.99685e-06	8.89145e-07
-0.19	8.7565e-06	8.75577e-07
-0.17	8.98983e-06	8.87191e-07
-0.15	9.09787e-06	8.84906e-07
-0.13	8.87072e-06	8.76312e-07
-0.11	9.16265e-06	8.8883e-07
-0.09	8.88283e-06	8.79423e-07
-0.0700001	8.89018e-06	8.75371e-07
-0.0500001	9.92181e-06	9.23617e-07
-0.0300001	9.76108e-06	9.15836e-07
-0.00999999	9.64759e-06	9.1798e-07
