# {InputWorkspace: MoTe2_S1_P19_cool_down_201_230K_target_234.5942actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_230K_target_234.5942actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.52328e-05	1.17336e-06
-1.17	1.5008e-05	1.1545e-06
-1.15	1.72963e-05	1.24914e-06
-1.13	1.82392e-05	1.2797e-06
-1.11	1.93496e-05	1.31418e-06
-1.09	2.0371e-05	1.34901e-06
-1.07	2.01807e-05	1.33397e-06
-1.05	2.17255e-05	1.38322e-06
-1.03	2.20455e-05	1.39679e-06
-1.01	2.31113e-05	1.43349e-06
-0.99	2.48922e-05	1.48376e-06
-0.97	2.50987e-05	1.49151e-06
-0.95	2.49342e-05	1.48568e-06
-0.93	2.60026e-05	1.51901e-06
-0.91	2.5214e-05	1.49407e-06
-0.89	2.32324e-05	1.43461e-06
-0.87	2.40842e-05	1.46658e-06
-0.85	2.36128e-05	1.44459e-06
-0.83	2.11494e-05	1.36131e-06
-0.81	2.07445e-05	1.34894e-06
-0.79	1.86849e-05	1.27861e-06
-0.77	1.77568e-05	1.23821e-06
-0.75	1.64392e-05	1.1955e-06
-0.73	1.50147e-05	1.13596e-06
-0.71	1.35715e-05	1.08231e-06
-0.69	1.19335e-05	1.01754e-06
-0.67	1.23506e-05	1.03774e-06
-0.65	1.09173e-05	9.80645e-07
-0.63	1.12999e-05	9.94144e-07
-0.61	1.02803e-05	9.42872e-07
-0.59	9.28866e-06	8.99775e-07
-0.57	8.60265e-06	8.67273e-07
-0.55	8.89576e-06	8.81507e-07
-0.53	8.6203e-06	8.76918e-07
-0.51	8.7049e-06	8.79097e-07
-0.49	9.22496e-06	9.04767e-07
-0.47	8.60982e-06	8.70547e-07
-0.45	8.85324e-06	8.83697e-07
-0.43	8.64127e-06	8.7865e-07
-0.41	7.90731e-06	8.38839e-07
-0.39	8.34859e-06	8.58682e-07
-0.37	8.09917e-06	8.55113e-07
-0.35	7.97837e-06	8.42694e-07
-0.33	8.94592e-06	8.87779e-07
-0.31	8.10502e-06	8.48647e-07
-0.29	8.04139e-06	8.46485e-07
-0.27	8.03413e-06	8.47197e-07
-0.25	8.11548e-06	8.42714e-07
-0.23	8.36589e-06	8.49298e-07
-0.21	9.12312e-06	8.92232e-07
-0.19	8.78205e-06	8.72552e-07
-0.17	7.97447e-06	8.26985e-07
-0.15	8.63418e-06	8.65755e-07
-0.13	8.79355e-06	8.70592e-07
-0.11	9.02965e-06	8.88315e-07
-0.09	8.78723e-06	8.72271e-07
-0.0700001	8.66162e-06	8.6794e-07
-0.0500001	8.84705e-06	8.76211e-07
-0.0300001	8.53408e-06	8.64982e-07
