# {InputWorkspace: MoTe2_S1_P19_warm_up_201_310K_target_306.3471actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_warm_up_201_310K_target_306.3471actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.8899e-05	1.29297e-06
-1.17	2.00015e-05	1.32993e-06
-1.15	1.89413e-05	1.29202e-06
-1.13	1.83224e-05	1.26461e-06
-1.11	1.86322e-05	1.28444e-06
-1.09	1.85499e-05	1.27442e-06
-1.07	1.74609e-05	1.23576e-06
-1.05	1.765e-05	1.24523e-06
-1.03	1.70003e-05	1.21949e-06
-1.01	1.68328e-05	1.21471e-06
-0.99	1.64189e-05	1.19536e-06
-0.97	1.56825e-05	1.17573e-06
-0.95	1.61553e-05	1.19496e-06
-0.93	1.69031e-05	1.21986e-06
-0.91	1.59396e-05	1.1862e-06
-0.89	1.56958e-05	1.18183e-06
-0.87	1.52528e-05	1.16855e-06
-0.85	1.64896e-05	1.21159e-06
-0.83	1.61348e-05	1.20191e-06
-0.81	1.52285e-05	1.16781e-06
-0.79	1.55687e-05	1.18403e-06
-0.77	1.66967e-05	1.22332e-06
-0.75	1.53888e-05	1.17909e-06
-0.73	1.47332e-05	1.14602e-06
-0.71	1.58211e-05	1.1951e-06
-0.69	1.51638e-05	1.16784e-06
-0.67	1.42814e-05	1.12884e-06
-0.65	1.53434e-05	1.17612e-06
-0.63	1.39036e-05	1.11816e-06
-0.61	1.42162e-05	1.13014e-06
-0.59	1.30843e-05	1.08152e-06
-0.57	1.30614e-05	1.08102e-06
-0.55	1.32821e-05	1.08761e-06
-0.53	1.26402e-05	1.0589e-06
-0.51	1.19633e-05	1.02991e-06
-0.49	1.1717e-05	1.01643e-06
-0.47	1.094e-05	9.85656e-07
-0.45	1.09075e-05	9.82303e-07
-0.43	1.08819e-05	9.80448e-07
-0.41	1.03475e-05	9.51773e-07
-0.39	1.07103e-05	9.7573e-07
-0.37	9.41278e-06	9.12166e-07
-0.35	9.35244e-06	9.09379e-07
-0.33	9.1651e-06	8.95152e-07
-0.31	9.68764e-06	9.25501e-07
-0.29	9.00276e-06	8.9348e-07
-0.27	8.95541e-06	8.85741e-07
-0.25	9.07297e-06	8.90012e-07
-0.23	9.72344e-06	9.23587e-07
-0.21	8.82571e-06	8.74636e-07
-0.19	9.02528e-06	8.95174e-07
-0.17	8.58773e-06	8.61426e-07
-0.15	8.91432e-06	8.82549e-07
-0.13	8.44939e-06	8.52859e-07
-0.11	8.64465e-06	8.71982e-07
-0.09	8.53634e-06	8.62942e-07
-0.0700001	8.36989e-06	8.56302e-07
-0.0500001	8.72551e-06	8.81034e-07
-0.0300001	8.57596e-06	8.73706e-07
-0.00999999	8.31057e-06	8.57377e-07
