# {InputWorkspace: MoTe2_S1_P19_cool_down_201_220K_target_224.5646actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_220K_target_224.5646actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.50295e-05	1.16073e-06
-1.17	1.58756e-05	1.19608e-06
-1.15	1.84126e-05	1.2865e-06
-1.13	1.81761e-05	1.27792e-06
-1.11	2.01312e-05	1.33915e-06
-1.09	2.03189e-05	1.33955e-06
-1.07	2.20858e-05	1.40041e-06
-1.05	2.21095e-05	1.39596e-06
-1.03	2.30194e-05	1.42484e-06
-1.01	2.39299e-05	1.45177e-06
-0.99	2.42549e-05	1.46477e-06
-0.97	2.42421e-05	1.46844e-06
-0.95	2.60397e-05	1.52083e-06
-0.93	2.46101e-05	1.47113e-06
-0.91	2.56432e-05	1.51047e-06
-0.89	2.3677e-05	1.45078e-06
-0.87	2.35607e-05	1.44671e-06
-0.85	2.33707e-05	1.4334e-06
-0.83	2.18906e-05	1.38286e-06
-0.81	2.03149e-05	1.33114e-06
-0.79	1.85329e-05	1.26586e-06
-0.77	1.67849e-05	1.20338e-06
-0.75	1.57277e-05	1.16072e-06
-0.73	1.4322e-05	1.10932e-06
-0.71	1.29608e-05	1.05454e-06
-0.69	1.15764e-05	9.91959e-07
-0.67	1.12952e-05	9.89598e-07
-0.65	1.10008e-05	9.79701e-07
-0.63	1.07e-05	9.67124e-07
-0.61	1.02589e-05	9.4229e-07
-0.59	9.63074e-06	9.1366e-07
-0.57	8.66441e-06	8.73123e-07
-0.55	8.71043e-06	8.75824e-07
-0.53	9.61199e-06	9.19602e-07
-0.51	9.05063e-06	8.98495e-07
-0.49	8.93943e-06	8.91775e-07
-0.47	8.17539e-06	8.51167e-07
-0.45	8.68394e-06	8.80798e-07
-0.43	8.59141e-06	8.78207e-07
-0.41	8.46072e-06	8.69031e-07
-0.39	8.02697e-06	8.48195e-07
-0.37	8.74565e-06	8.81851e-07
-0.35	8.12145e-06	8.46179e-07
-0.33	7.9411e-06	8.40036e-07
-0.31	8.2463e-06	8.58376e-07
-0.29	8.25878e-06	8.53375e-07
-0.27	8.34525e-06	8.58942e-07
-0.25	8.30643e-06	8.55616e-07
-0.23	8.47004e-06	8.62833e-07
-0.21	8.13403e-06	8.43613e-07
-0.19	8.40452e-06	8.5354e-07
-0.17	8.71367e-06	8.7088e-07
-0.15	8.31072e-06	8.48233e-07
-0.13	9.03447e-06	8.81205e-07
-0.11	8.49156e-06	8.59238e-07
-0.09	8.70081e-06	8.6756e-07
-0.0700001	8.78976e-06	8.70821e-07
-0.0500001	8.85494e-06	8.80822e-07
-0.0300001	8.92712e-06	8.84011e-07
