# {InputWorkspace: MoTe2_S1_P19_warm_up_201_250K_target_244.3167actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_warm_up_201_250K_target_244.3167actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.43209e-05	1.13444e-06
-1.17	1.56295e-05	1.1868e-06
-1.15	1.71292e-05	1.23439e-06
-1.13	1.86244e-05	1.2906e-06
-1.11	1.92621e-05	1.30739e-06
-1.09	2.13538e-05	1.37483e-06
-1.07	2.18e-05	1.38714e-06
-1.05	2.19186e-05	1.39338e-06
-1.03	2.42487e-05	1.46462e-06
-1.01	2.4397e-05	1.46064e-06
-0.99	2.53578e-05	1.49949e-06
-0.97	2.63094e-05	1.52634e-06
-0.95	2.57258e-05	1.50635e-06
-0.93	2.50159e-05	1.49136e-06
-0.91	2.59229e-05	1.51365e-06
-0.89	2.50857e-05	1.49396e-06
-0.87	2.40757e-05	1.45946e-06
-0.85	2.33184e-05	1.43347e-06
-0.83	2.09434e-05	1.35114e-06
-0.81	2.10076e-05	1.35125e-06
-0.79	1.83315e-05	1.25803e-06
-0.77	1.72299e-05	1.21878e-06
-0.75	1.59185e-05	1.16522e-06
-0.73	1.39511e-05	1.08883e-06
-0.71	1.21282e-05	1.01347e-06
-0.69	1.18078e-05	1.00822e-06
-0.67	1.088e-05	9.62525e-07
-0.65	1.09545e-05	9.69108e-07
-0.63	9.96864e-06	9.28635e-07
-0.61	9.64011e-06	9.18588e-07
-0.59	9.65713e-06	9.18433e-07
-0.57	8.66868e-06	8.72547e-07
-0.55	9.02737e-06	8.94517e-07
-0.53	9.0921e-06	8.97338e-07
-0.51	9.27568e-06	9.07262e-07
-0.49	9.15306e-06	9.02356e-07
-0.47	8.50222e-06	8.78406e-07
-0.45	8.56192e-06	8.71314e-07
-0.43	8.28876e-06	8.65492e-07
-0.41	8.0833e-06	8.53074e-07
-0.39	8.44785e-06	8.76084e-07
-0.37	8.59823e-06	8.79727e-07
-0.35	8.05329e-06	8.44954e-07
-0.33	7.99978e-06	8.42368e-07
-0.31	7.92723e-06	8.39147e-07
-0.29	8.1192e-06	8.57676e-07
-0.27	7.965e-06	8.38128e-07
-0.25	7.97001e-06	8.3952e-07
-0.23	8.35926e-06	8.57531e-07
-0.21	8.70644e-06	8.73162e-07
-0.19	8.93402e-06	8.88685e-07
-0.17	8.98698e-06	8.84831e-07
-0.15	8.83874e-06	8.76022e-07
-0.13	9.00505e-06	8.80117e-07
-0.11	9.01465e-06	8.84094e-07
-0.09	8.88161e-06	8.80652e-07
-0.0700001	9.30447e-06	8.98812e-07
-0.0500001	9.36588e-06	9.01174e-07
-0.0300001	9.62879e-06	9.15137e-07
-0.00999999	9.97284e-06	9.29083e-07
