# {InputWorkspace: MoTe2_S1_P19_cool_down_201_240K_target_244.7135actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_240K_target_244.7135actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.48696e-05	1.14631e-06
-1.17	1.52021e-05	1.16379e-06
-1.15	1.58434e-05	1.18475e-06
-1.13	1.75516e-05	1.24502e-06
-1.11	1.83885e-05	1.28182e-06
-1.09	1.91142e-05	1.30212e-06
-1.07	2.07602e-05	1.36055e-06
-1.05	2.10019e-05	1.37022e-06
-1.03	2.14415e-05	1.37667e-06
-1.01	2.27868e-05	1.42243e-06
-0.99	2.37819e-05	1.44527e-06
-0.97	2.38726e-05	1.45308e-06
-0.95	2.46669e-05	1.47886e-06
-0.93	2.33002e-05	1.43793e-06
-0.91	2.32549e-05	1.44056e-06
-0.89	2.29234e-05	1.42888e-06
-0.87	2.30802e-05	1.44017e-06
-0.85	2.2781e-05	1.42132e-06
-0.83	2.12736e-05	1.37481e-06
-0.81	2.00623e-05	1.32856e-06
-0.79	1.8736e-05	1.28108e-06
-0.77	1.70737e-05	1.22036e-06
-0.75	1.66706e-05	1.20638e-06
-0.73	1.53644e-05	1.15538e-06
-0.71	1.40346e-05	1.11091e-06
-0.69	1.34349e-05	1.08916e-06
-0.67	1.22377e-05	1.0366e-06
-0.65	1.22566e-05	1.04046e-06
-0.63	1.1768e-05	1.01562e-06
-0.61	1.12313e-05	9.97339e-07
-0.59	1.02615e-05	9.48249e-07
-0.57	9.75162e-06	9.22948e-07
-0.55	9.64476e-06	9.28746e-07
-0.53	9.44104e-06	9.08584e-07
-0.51	9.36012e-06	9.11179e-07
-0.49	9.36877e-06	9.09669e-07
-0.47	9.76828e-06	9.33869e-07
-0.45	8.78349e-06	8.8422e-07
-0.43	9.13237e-06	9.04119e-07
-0.41	8.75239e-06	8.75806e-07
-0.39	8.38809e-06	8.6019e-07
-0.37	8.32244e-06	8.6004e-07
-0.35	8.60616e-06	8.75537e-07
-0.33	8.53499e-06	8.68544e-07
-0.31	8.26366e-06	8.56244e-07
-0.29	8.67251e-06	8.72792e-07
-0.27	8.29304e-06	8.59343e-07
-0.25	7.7439e-06	8.23021e-07
-0.23	8.17638e-06	8.49269e-07
-0.21	8.09794e-06	8.40565e-07
-0.19	8.11342e-06	8.46627e-07
-0.17	8.82898e-06	8.8103e-07
-0.15	8.41026e-06	8.49108e-07
-0.13	8.20751e-06	8.42956e-07
-0.11	8.34832e-06	8.51073e-07
-0.09	8.32583e-06	8.45478e-07
-0.0700001	8.37735e-06	8.53792e-07
-0.0500001	8.93508e-06	8.86976e-07
-0.0300001	8.64677e-06	8.70705e-07
