# {InputWorkspace: MoTe2_S1_P19_warm_up_201_270K_target_264.4884actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_warm_up_201_270K_target_264.4884actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.44251e-05	1.13383e-06
-1.17	1.54198e-05	1.17658e-06
-1.15	1.68185e-05	1.2258e-06
-1.13	1.62429e-05	1.20431e-06
-1.11	1.8373e-05	1.27597e-06
-1.09	1.90677e-05	1.30425e-06
-1.07	2.05865e-05	1.35385e-06
-1.05	2.01031e-05	1.33016e-06
-1.03	2.10327e-05	1.36278e-06
-1.01	2.11486e-05	1.36744e-06
-0.99	2.15502e-05	1.38263e-06
-0.97	2.27397e-05	1.42207e-06
-0.95	2.18527e-05	1.3915e-06
-0.93	2.21115e-05	1.40268e-06
-0.91	2.06822e-05	1.35277e-06
-0.89	2.10641e-05	1.36952e-06
-0.87	2.26625e-05	1.42009e-06
-0.85	2.03813e-05	1.3421e-06
-0.83	1.91014e-05	1.30092e-06
-0.81	1.82837e-05	1.26027e-06
-0.79	1.76526e-05	1.23881e-06
-0.77	1.62954e-05	1.19275e-06
-0.75	1.5322e-05	1.14743e-06
-0.73	1.3975e-05	1.09946e-06
-0.71	1.2625e-05	1.04739e-06
-0.69	1.26568e-05	1.04482e-06
-0.67	1.15533e-05	9.95801e-07
-0.65	1.18083e-05	1.01458e-06
-0.63	1.06543e-05	9.6516e-07
-0.61	1.08537e-05	9.78123e-07
-0.59	1.09562e-05	9.85346e-07
-0.57	9.90032e-06	9.32519e-07
-0.55	9.73351e-06	9.26369e-07
-0.53	9.89749e-06	9.36901e-07
-0.51	9.59646e-06	9.19837e-07
-0.49	9.92376e-06	9.33764e-07
-0.47	9.87501e-06	9.34377e-07
-0.45	1.00323e-05	9.38674e-07
-0.43	9.57496e-06	9.28139e-07
-0.41	9.58926e-06	9.28171e-07
-0.39	8.59821e-06	8.74407e-07
-0.37	9.35821e-06	9.1525e-07
-0.35	9.0994e-06	8.98424e-07
-0.33	8.72084e-06	8.75117e-07
-0.31	9.52013e-06	9.15156e-07
-0.29	8.99612e-06	8.95816e-07
-0.27	8.46863e-06	8.65387e-07
-0.25	8.19811e-06	8.50182e-07
-0.23	8.403e-06	8.52928e-07
-0.21	8.29482e-06	8.51837e-07
-0.19	9.0677e-06	8.88575e-07
-0.17	8.61408e-06	8.68696e-07
-0.15	9.30757e-06	9.01472e-07
-0.13	9.29874e-06	8.94304e-07
-0.11	8.93341e-06	8.78662e-07
-0.09	8.69971e-06	8.69666e-07
-0.0700001	8.80761e-06	8.73839e-07
-0.0500001	9.31228e-06	8.99031e-07
-0.0300001	8.53812e-06	8.63583e-07
