# {InputWorkspace: MoTe2_S1_P19_warm_up_201_305K_target_301.0978actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_warm_up_201_305K_target_301.0978actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.95895e-05	1.3153e-06
-1.17	1.79735e-05	1.25132e-06
-1.15	1.79362e-05	1.25592e-06
-1.13	1.83055e-05	1.27012e-06
-1.11	1.78236e-05	1.24968e-06
-1.09	1.79049e-05	1.2499e-06
-1.07	1.74599e-05	1.23716e-06
-1.05	1.78071e-05	1.25949e-06
-1.03	1.78766e-05	1.25731e-06
-1.01	1.87276e-05	1.28553e-06
-0.99	1.72112e-05	1.22839e-06
-0.97	1.58929e-05	1.18228e-06
-0.95	1.63491e-05	1.19646e-06
-0.93	1.62611e-05	1.19688e-06
-0.91	1.67751e-05	1.22052e-06
-0.89	1.68017e-05	1.22127e-06
-0.87	1.6094e-05	1.19971e-06
-0.85	1.58577e-05	1.18683e-06
-0.83	1.63725e-05	1.20794e-06
-0.81	1.65462e-05	1.21409e-06
-0.79	1.62972e-05	1.20707e-06
-0.77	1.55517e-05	1.18011e-06
-0.75	1.60076e-05	1.19346e-06
-0.73	1.54594e-05	1.1769e-06
-0.71	1.49124e-05	1.15775e-06
-0.69	1.48633e-05	1.15189e-06
-0.67	1.44349e-05	1.13664e-06
-0.65	1.46333e-05	1.14553e-06
-0.63	1.3828e-05	1.11082e-06
-0.61	1.3974e-05	1.11919e-06
-0.59	1.27855e-05	1.06416e-06
-0.57	1.2802e-05	1.06531e-06
-0.55	1.21686e-05	1.03926e-06
-0.53	1.15021e-05	1.01399e-06
-0.51	1.13316e-05	9.98605e-07
-0.49	1.17702e-05	1.02074e-06
-0.47	1.08416e-05	9.76465e-07
-0.45	1.10789e-05	9.86593e-07
-0.43	1.01138e-05	9.44939e-07
-0.41	9.86661e-06	9.2841e-07
-0.39	1.03566e-05	9.57852e-07
-0.37	9.82625e-06	9.34416e-07
-0.35	9.55128e-06	9.21071e-07
-0.33	9.54897e-06	9.14203e-07
-0.31	9.2515e-06	8.96199e-07
-0.29	9.24054e-06	9.01917e-07
-0.27	9.36373e-06	9.07721e-07
-0.25	8.79388e-06	8.75812e-07
-0.23	9.0681e-06	8.90358e-07
-0.21	9.51503e-06	9.14926e-07
-0.19	9.0743e-06	8.87548e-07
-0.17	8.56272e-06	8.61242e-07
-0.15	8.58283e-06	8.63574e-07
-0.13	8.61278e-06	8.6068e-07
-0.11	8.73208e-06	8.74913e-07
-0.09	8.57785e-06	8.71749e-07
-0.0700001	7.91445e-06	8.36279e-07
-0.0500001	9.20881e-06	8.99881e-07
-0.0300001	8.82402e-06	8.87236e-07
