# {InputWorkspace: MoTe2_S1_P19_cool_down_201_210K_target_214.6517actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_210K_target_214.6517actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.54049e-05	1.17343e-06
-1.17	1.5509e-05	1.17903e-06
-1.15	1.65162e-05	1.2204e-06
-1.13	1.90654e-05	1.30555e-06
-1.11	1.86846e-05	1.29098e-06
-1.09	2.08619e-05	1.36069e-06
-1.07	2.19097e-05	1.39113e-06
-1.05	2.14251e-05	1.3705e-06
-1.03	2.30202e-05	1.42399e-06
-1.01	2.39889e-05	1.45815e-06
-0.99	2.4627e-05	1.47055e-06
-0.97	2.37385e-05	1.44959e-06
-0.95	2.45223e-05	1.47194e-06
-0.93	2.50776e-05	1.48839e-06
-0.91	2.51504e-05	1.49351e-06
-0.89	2.4979e-05	1.48562e-06
-0.87	2.3539e-05	1.44105e-06
-0.85	2.2613e-05	1.41077e-06
-0.83	2.16545e-05	1.37431e-06
-0.81	1.88441e-05	1.27784e-06
-0.79	1.82162e-05	1.25354e-06
-0.77	1.6712e-05	1.20203e-06
-0.75	1.56674e-05	1.15514e-06
-0.73	1.37489e-05	1.08844e-06
-0.71	1.22252e-05	1.02237e-06
-0.69	1.11601e-05	9.73883e-07
-0.67	1.12175e-05	9.83824e-07
-0.65	1.03846e-05	9.49592e-07
-0.63	1.03394e-05	9.51914e-07
-0.61	9.70968e-06	9.23773e-07
-0.59	8.99857e-06	8.90107e-07
-0.57	8.46621e-06	8.58196e-07
-0.55	8.68314e-06	8.72632e-07
-0.53	9.26323e-06	9.01171e-07
-0.51	8.33137e-06	8.56597e-07
-0.49	8.52637e-06	8.72682e-07
-0.47	8.85552e-06	8.87491e-07
-0.45	8.91633e-06	8.94059e-07
-0.43	8.13556e-06	8.50482e-07
-0.41	7.62779e-06	8.25751e-07
-0.39	7.78782e-06	8.30943e-07
-0.37	8.49042e-06	8.72668e-07
-0.35	7.76567e-06	8.29325e-07
-0.33	8.46609e-06	8.6926e-07
-0.31	8.02112e-06	8.40282e-07
-0.29	7.82168e-06	8.35894e-07
-0.27	8.20251e-06	8.57717e-07
-0.25	7.46434e-06	8.14936e-07
-0.23	7.99115e-06	8.39626e-07
-0.21	8.10646e-06	8.34706e-07
-0.19	8.15496e-06	8.3719e-07
-0.17	8.85587e-06	8.7477e-07
-0.15	8.61857e-06	8.60033e-07
-0.13	8.78276e-06	8.68096e-07
-0.11	8.59441e-06	8.66229e-07
-0.09	8.16973e-06	8.36748e-07
-0.0700001	9.21535e-06	8.92128e-07
-0.0500001	9.09244e-06	8.87823e-07
-0.0300001	8.95347e-06	8.76371e-07
