# {InputWorkspace: MoTe2_S1_P19_cool_down_201_280K_target_284.0112actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_280K_target_284.0112actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.93583e-05	1.30496e-06
-1.17	1.92968e-05	1.2985e-06
-1.15	1.90313e-05	1.29271e-06
-1.13	1.91382e-05	1.29526e-06
-1.11	1.89562e-05	1.28526e-06
-1.09	1.73679e-05	1.22724e-06
-1.07	1.71847e-05	1.21645e-06
-1.05	1.64616e-05	1.19146e-06
-1.03	1.57741e-05	1.16876e-06
-1.01	1.61659e-05	1.18434e-06
-0.99	1.59135e-05	1.17424e-06
-0.97	1.46123e-05	1.12685e-06
-0.95	1.42221e-05	1.11552e-06
-0.93	1.46569e-05	1.13436e-06
-0.91	1.41103e-05	1.11907e-06
-0.89	1.41276e-05	1.12237e-06
-0.87	1.46277e-05	1.13994e-06
-0.85	1.41798e-05	1.12937e-06
-0.83	1.41933e-05	1.13168e-06
-0.81	1.51667e-05	1.16702e-06
-0.79	1.56805e-05	1.18585e-06
-0.77	1.51614e-05	1.16748e-06
-0.75	1.62171e-05	1.2057e-06
-0.73	1.53368e-05	1.17881e-06
-0.71	1.52024e-05	1.17321e-06
-0.69	1.53941e-05	1.1833e-06
-0.67	1.55989e-05	1.18754e-06
-0.65	1.51025e-05	1.16752e-06
-0.63	1.53033e-05	1.17043e-06
-0.61	1.53756e-05	1.17455e-06
-0.59	1.39693e-05	1.11961e-06
-0.57	1.42e-05	1.13028e-06
-0.55	1.29827e-05	1.08033e-06
-0.53	1.30629e-05	1.07857e-06
-0.51	1.2974e-05	1.06851e-06
-0.49	1.10924e-05	9.91025e-07
-0.47	1.11568e-05	9.88597e-07
-0.45	1.16709e-05	1.01038e-06
-0.43	1.06942e-05	9.67807e-07
-0.41	1.08253e-05	9.78387e-07
-0.39	9.60753e-06	9.17829e-07
-0.37	1.01212e-05	9.42469e-07
-0.35	9.6005e-06	9.17219e-07
-0.33	9.81956e-06	9.24398e-07
-0.31	9.14492e-06	8.88039e-07
-0.29	9.01995e-06	8.85449e-07
-0.27	9.22009e-06	8.99569e-07
-0.25	8.4921e-06	8.57988e-07
-0.23	8.5076e-06	8.58881e-07
-0.21	9.19995e-06	8.90156e-07
-0.19	8.81201e-06	8.74972e-07
-0.17	9.4303e-06	9.07944e-07
-0.15	8.47834e-06	8.60171e-07
-0.13	8.29449e-06	8.44085e-07
-0.11	8.37152e-06	8.52031e-07
-0.09	8.64331e-06	8.7461e-07
-0.0700001	7.93682e-06	8.37029e-07
-0.0500001	8.05934e-06	8.44609e-07
-0.0300001	9.32378e-06	9.10878e-07
