# {InputWorkspace: MoTe2_S1_P19_cool_down_201_270K_target_274.2993actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_270K_target_274.2993actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.98615e-05	1.3235e-06
-1.17	1.89476e-05	1.29505e-06
-1.15	1.7551e-05	1.23814e-06
-1.13	1.76496e-05	1.24014e-06
-1.11	1.73749e-05	1.2255e-06
-1.09	1.70661e-05	1.21768e-06
-1.07	1.66946e-05	1.19807e-06
-1.05	1.66366e-05	1.20533e-06
-1.03	1.59186e-05	1.17401e-06
-1.01	1.5303e-05	1.15264e-06
-0.99	1.55731e-05	1.16173e-06
-0.97	1.51449e-05	1.14857e-06
-0.95	1.56476e-05	1.16996e-06
-0.93	1.46852e-05	1.1392e-06
-0.91	1.4749e-05	1.14204e-06
-0.89	1.49291e-05	1.15142e-06
-0.87	1.52201e-05	1.16319e-06
-0.85	1.51167e-05	1.16544e-06
-0.83	1.544e-05	1.18032e-06
-0.81	1.47117e-05	1.14923e-06
-0.79	1.49274e-05	1.15692e-06
-0.77	1.50109e-05	1.16288e-06
-0.75	1.51713e-05	1.16426e-06
-0.73	1.48106e-05	1.15721e-06
-0.71	1.51522e-05	1.1715e-06
-0.69	1.58443e-05	1.19682e-06
-0.67	1.47293e-05	1.15224e-06
-0.65	1.54894e-05	1.18077e-06
-0.63	1.39656e-05	1.11935e-06
-0.61	1.362e-05	1.10805e-06
-0.59	1.43083e-05	1.13523e-06
-0.57	1.34424e-05	1.09385e-06
-0.55	1.27605e-05	1.06207e-06
-0.53	1.33608e-05	1.08749e-06
-0.51	1.26357e-05	1.05025e-06
-0.49	1.12344e-05	9.97096e-07
-0.47	1.11718e-05	9.87772e-07
-0.45	1.0719e-05	9.69592e-07
-0.43	1.06013e-05	9.66952e-07
-0.41	9.5009e-06	9.1337e-07
-0.39	9.55893e-06	9.16012e-07
-0.37	9.54612e-06	9.11952e-07
-0.35	9.84313e-06	9.25335e-07
-0.33	9.32992e-06	8.97101e-07
-0.31	8.78531e-06	8.76397e-07
-0.29	8.93063e-06	8.86035e-07
-0.27	8.64807e-06	8.70144e-07
-0.25	8.55449e-06	8.6136e-07
-0.23	8.39872e-06	8.53113e-07
-0.21	8.79534e-06	8.76333e-07
-0.19	8.23316e-06	8.41277e-07
-0.17	8.70771e-06	8.65168e-07
-0.15	8.40888e-06	8.52352e-07
-0.13	8.47675e-06	8.62196e-07
-0.11	8.69189e-06	8.70656e-07
-0.09	7.88574e-06	8.32055e-07
-0.0700001	8.39173e-06	8.62911e-07
-0.0500001	8.28755e-06	8.47855e-07
-0.0300001	7.98956e-06	8.35917e-07
-0.00999999	8.16146e-06	8.51374e-07
