# {InputWorkspace: MoTe2_S1_P19_warm_up_201_170K_target_164.7208actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_warm_up_201_170K_target_164.7208actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.70622e-05	1.23565e-06
-1.17	1.71281e-05	1.23506e-06
-1.15	1.81654e-05	1.27025e-06
-1.13	1.93602e-05	1.30719e-06
-1.11	2.0439e-05	1.34189e-06
-1.09	2.089e-05	1.35536e-06
-1.07	2.21026e-05	1.3896e-06
-1.05	2.30456e-05	1.41892e-06
-1.03	2.36895e-05	1.44162e-06
-1.01	2.36392e-05	1.43417e-06
-0.99	2.54486e-05	1.49073e-06
-0.97	2.54629e-05	1.49382e-06
-0.95	2.45566e-05	1.4652e-06
-0.93	2.25836e-05	1.40873e-06
-0.91	2.31791e-05	1.42481e-06
-0.89	2.259e-05	1.4061e-06
-0.87	2.15487e-05	1.36786e-06
-0.85	1.96512e-05	1.29971e-06
-0.83	1.82451e-05	1.25056e-06
-0.81	1.74237e-05	1.21799e-06
-0.79	1.60596e-05	1.16402e-06
-0.77	1.51342e-05	1.12923e-06
-0.75	1.34054e-05	1.06472e-06
-0.73	1.12475e-05	9.76383e-07
-0.71	1.10583e-05	9.69908e-07
-0.69	1.00581e-05	9.24054e-07
-0.67	1.03059e-05	9.41302e-07
-0.65	9.65189e-06	9.12423e-07
-0.63	9.49665e-06	9.05197e-07
-0.61	8.67302e-06	8.70573e-07
-0.59	8.57369e-06	8.70444e-07
-0.57	8.41859e-06	8.65446e-07
-0.55	8.31883e-06	8.57283e-07
-0.53	8.72078e-06	8.79529e-07
-0.51	7.99156e-06	8.48043e-07
-0.49	7.82004e-06	8.32898e-07
-0.47	8.397e-06	8.705e-07
-0.45	8.4748e-06	8.67911e-07
-0.43	8.04391e-06	8.47728e-07
-0.41	7.32992e-06	8.09873e-07
-0.39	7.84845e-06	8.36819e-07
-0.37	7.75633e-06	8.3187e-07
-0.35	7.95561e-06	8.43297e-07
-0.33	8.14221e-06	8.52575e-07
-0.31	7.58901e-06	8.1784e-07
-0.29	7.79037e-06	8.27439e-07
-0.27	8.00844e-06	8.37702e-07
-0.25	7.71382e-06	8.19677e-07
-0.23	7.66237e-06	8.13717e-07
-0.21	8.46516e-06	8.56613e-07
-0.19	8.67571e-06	8.66272e-07
-0.17	9.00679e-06	8.80954e-07
-0.15	8.84743e-06	8.76544e-07
-0.13	9.00552e-06	8.82597e-07
-0.11	8.98762e-06	8.76538e-07
-0.09	8.9767e-06	8.77192e-07
-0.0700001	8.13868e-06	8.39994e-07
-0.0500001	8.90822e-06	8.78335e-07
-0.0300001	9.32799e-06	8.98293e-07
-0.00999999	8.89174e-06	8.79747e-07
