# {InputWorkspace: MoTe2_S1_P19_cool_down_201_150K_target_154.9199actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_150K_target_154.9199actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.66276e-05	1.21683e-06
-1.17	1.7129e-05	1.23849e-06
-1.15	1.78962e-05	1.26528e-06
-1.13	1.97337e-05	1.31553e-06
-1.11	2.02765e-05	1.33196e-06
-1.09	2.11605e-05	1.36293e-06
-1.07	2.1812e-05	1.38389e-06
-1.05	2.13716e-05	1.36244e-06
-1.03	2.3183e-05	1.42105e-06
-1.01	2.40951e-05	1.45334e-06
-0.99	2.48774e-05	1.47839e-06
-0.97	2.50472e-05	1.48214e-06
-0.95	2.41874e-05	1.45042e-06
-0.93	2.39892e-05	1.45209e-06
-0.91	2.34372e-05	1.43338e-06
-0.89	2.23172e-05	1.39933e-06
-0.87	2.14742e-05	1.36906e-06
-0.85	2.02884e-05	1.32116e-06
-0.83	1.85013e-05	1.25678e-06
-0.81	1.77946e-05	1.2313e-06
-0.79	1.69568e-05	1.20572e-06
-0.77	1.52343e-05	1.13523e-06
-0.75	1.3622e-05	1.07822e-06
-0.73	1.17406e-05	1.0011e-06
-0.71	1.16606e-05	1.00026e-06
-0.69	1.03815e-05	9.47043e-07
-0.67	9.74159e-06	9.12466e-07
-0.65	9.72033e-06	9.20099e-07
-0.63	8.99978e-06	8.84456e-07
-0.61	9.18137e-06	8.95415e-07
-0.59	8.78709e-06	8.85852e-07
-0.57	8.2386e-06	8.56302e-07
-0.55	8.40327e-06	8.62747e-07
-0.53	8.64002e-06	8.77502e-07
-0.51	7.84821e-06	8.32731e-07
-0.49	8.52829e-06	8.72601e-07
-0.47	8.54268e-06	8.7824e-07
-0.45	8.7912e-06	8.85493e-07
-0.43	8.36804e-06	8.68648e-07
-0.41	8.17649e-06	8.60369e-07
-0.39	8.03681e-06	8.49084e-07
-0.37	7.14049e-06	7.99154e-07
-0.35	7.86233e-06	8.40143e-07
-0.33	8.32135e-06	8.58642e-07
-0.31	8.2303e-06	8.55747e-07
-0.29	7.67857e-06	8.24594e-07
-0.27	8.33198e-06	8.61175e-07
-0.25	7.47348e-06	8.11479e-07
-0.23	8.05333e-06	8.30873e-07
-0.21	8.44461e-06	8.59289e-07
-0.19	8.76151e-06	8.69292e-07
-0.17	8.42756e-06	8.49605e-07
-0.15	8.84882e-06	8.69613e-07
-0.13	8.80913e-06	8.65446e-07
-0.11	8.6651e-06	8.63611e-07
-0.09	8.60445e-06	8.57902e-07
-0.0700001	8.94691e-06	8.81626e-07
-0.0500001	8.93692e-06	8.75364e-07
-0.0300001	9.40687e-06	9.00218e-07
