# {InputWorkspace: MoTe2_S1_P19_cool_down_201_260K_target_264.465actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_260K_target_264.465actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.76948e-05	1.245e-06
-1.17	1.77355e-05	1.24332e-06
-1.15	1.61245e-05	1.18999e-06
-1.13	1.69841e-05	1.21782e-06
-1.11	1.83585e-05	1.26761e-06
-1.09	1.84381e-05	1.26991e-06
-1.07	1.72441e-05	1.22861e-06
-1.05	1.77203e-05	1.24552e-06
-1.03	1.65282e-05	1.20143e-06
-1.01	1.73569e-05	1.23668e-06
-0.99	1.64778e-05	1.2056e-06
-0.97	1.73539e-05	1.23282e-06
-0.95	1.64995e-05	1.2017e-06
-0.93	1.66062e-05	1.21507e-06
-0.91	1.6883e-05	1.22332e-06
-0.89	1.70273e-05	1.2342e-06
-0.87	1.64906e-05	1.21129e-06
-0.85	1.67539e-05	1.22436e-06
-0.83	1.64032e-05	1.21206e-06
-0.81	1.58462e-05	1.19028e-06
-0.79	1.61058e-05	1.20037e-06
-0.77	1.51251e-05	1.16493e-06
-0.75	1.55955e-05	1.18139e-06
-0.73	1.54821e-05	1.18007e-06
-0.71	1.48885e-05	1.15664e-06
-0.69	1.43415e-05	1.13093e-06
-0.67	1.43908e-05	1.1399e-06
-0.65	1.49129e-05	1.15974e-06
-0.63	1.36063e-05	1.10056e-06
-0.61	1.3209e-05	1.09036e-06
-0.59	1.30036e-05	1.0812e-06
-0.57	1.21745e-05	1.04536e-06
-0.55	1.26521e-05	1.06277e-06
-0.53	1.15906e-05	1.01595e-06
-0.51	1.20796e-05	1.03587e-06
-0.49	1.17723e-05	1.01901e-06
-0.47	1.09483e-05	9.79692e-07
-0.45	1.12037e-05	9.89617e-07
-0.43	1.015e-05	9.41847e-07
-0.41	9.96075e-06	9.39478e-07
-0.39	9.39553e-06	9.14174e-07
-0.37	9.45547e-06	9.12427e-07
-0.35	9.5097e-06	9.08897e-07
-0.33	9.43769e-06	9.08935e-07
-0.31	8.08285e-06	8.39374e-07
-0.29	8.86567e-06	8.80424e-07
-0.27	8.52764e-06	8.60901e-07
-0.25	8.91908e-06	8.87152e-07
-0.23	8.8326e-06	8.73833e-07
-0.21	8.70499e-06	8.69705e-07
-0.19	9.31617e-06	9.01897e-07
-0.17	9.07412e-06	8.91932e-07
-0.15	8.31039e-06	8.49142e-07
-0.13	8.78137e-06	8.70175e-07
-0.11	8.87564e-06	8.80547e-07
-0.09	8.53824e-06	8.66186e-07
-0.0700001	8.53561e-06	8.69234e-07
-0.0500001	8.76664e-06	8.8066e-07
-0.0300001	8.921e-06	8.89991e-07
-0.00999999	8.63151e-06	8.78583e-07
