# {InputWorkspace: MoTe2_S1_P19_cool_down_201_160K_target_164.9231actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_160K_target_164.9231actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.59488e-05	1.19311e-06
-1.17	1.67694e-05	1.22627e-06
-1.15	1.84641e-05	1.27843e-06
-1.13	1.9939e-05	1.32964e-06
-1.11	2.00882e-05	1.3316e-06
-1.09	2.14577e-05	1.37311e-06
-1.07	2.1849e-05	1.38475e-06
-1.05	2.1861e-05	1.38083e-06
-1.03	2.31283e-05	1.42368e-06
-1.01	2.39849e-05	1.45319e-06
-0.99	2.45221e-05	1.46822e-06
-0.97	2.53202e-05	1.4929e-06
-0.95	2.48938e-05	1.47704e-06
-0.93	2.5218e-05	1.48466e-06
-0.91	2.46616e-05	1.47296e-06
-0.89	2.3558e-05	1.43735e-06
-0.87	2.25064e-05	1.39745e-06
-0.85	2.07095e-05	1.33328e-06
-0.83	1.91591e-05	1.27935e-06
-0.81	1.76758e-05	1.22901e-06
-0.79	1.63078e-05	1.17729e-06
-0.77	1.58863e-05	1.1671e-06
-0.75	1.30904e-05	1.05674e-06
-0.73	1.24371e-05	1.03112e-06
-0.71	1.10808e-05	9.73395e-07
-0.69	1.02907e-05	9.36844e-07
-0.67	9.76857e-06	9.20257e-07
-0.65	9.61314e-06	9.17352e-07
-0.63	8.94161e-06	8.7992e-07
-0.61	8.91134e-06	8.83213e-07
-0.59	8.5949e-06	8.71467e-07
-0.57	8.50026e-06	8.65516e-07
-0.55	8.08558e-06	8.45571e-07
-0.53	8.62908e-06	8.82182e-07
-0.51	8.51612e-06	8.70542e-07
-0.49	8.81894e-06	8.90164e-07
-0.47	7.89238e-06	8.41991e-07
-0.45	8.01932e-06	8.4911e-07
-0.43	8.49384e-06	8.72065e-07
-0.41	8.32379e-06	8.64668e-07
-0.39	8.45714e-06	8.74982e-07
-0.37	8.41469e-06	8.71694e-07
-0.35	8.03256e-06	8.50776e-07
-0.33	7.94545e-06	8.38771e-07
-0.31	8.23756e-06	8.5385e-07
-0.29	8.09776e-06	8.47698e-07
-0.27	7.78255e-06	8.27431e-07
-0.25	7.45585e-06	8.1129e-07
-0.23	8.34752e-06	8.53703e-07
-0.21	8.6817e-06	8.67186e-07
-0.19	8.88504e-06	8.77517e-07
-0.17	8.78485e-06	8.69473e-07
-0.15	8.18796e-06	8.40135e-07
-0.13	8.28853e-06	8.3926e-07
-0.11	8.44759e-06	8.54467e-07
-0.09	8.59304e-06	8.57654e-07
-0.0700001	8.59685e-06	8.63255e-07
-0.0500001	9.52242e-06	9.10944e-07
-0.0300001	8.62877e-06	8.59962e-07
