# {InputWorkspace: MoTe2_S1_P19_warm_up_201_230K_target_224.3602actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_warm_up_201_230K_target_224.3602actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.58569e-05	1.19359e-06
-1.17	1.62255e-05	1.20612e-06
-1.15	1.79345e-05	1.27068e-06
-1.13	1.76248e-05	1.25476e-06
-1.11	2.02445e-05	1.34367e-06
-1.09	2.14044e-05	1.37135e-06
-1.07	2.1857e-05	1.38884e-06
-1.05	2.36145e-05	1.44247e-06
-1.03	2.32479e-05	1.42929e-06
-1.01	2.54137e-05	1.49731e-06
-0.99	2.47447e-05	1.47977e-06
-0.97	2.53997e-05	1.49964e-06
-0.95	2.49455e-05	1.48519e-06
-0.93	2.49245e-05	1.48478e-06
-0.91	2.58856e-05	1.5151e-06
-0.89	2.47088e-05	1.47602e-06
-0.87	2.39918e-05	1.45217e-06
-0.85	2.27482e-05	1.40703e-06
-0.83	2.20562e-05	1.38135e-06
-0.81	1.91502e-05	1.28769e-06
-0.79	1.80458e-05	1.25008e-06
-0.77	1.65421e-05	1.18732e-06
-0.75	1.49868e-05	1.12487e-06
-0.73	1.37688e-05	1.07879e-06
-0.71	1.20162e-05	1.01327e-06
-0.69	1.08155e-05	9.61977e-07
-0.67	1.05838e-05	9.52355e-07
-0.65	1.00818e-05	9.27437e-07
-0.63	9.63465e-06	9.11568e-07
-0.61	9.79021e-06	9.21881e-07
-0.59	9.11639e-06	8.92609e-07
-0.57	8.31705e-06	8.52515e-07
-0.55	8.54079e-06	8.64333e-07
-0.53	8.67921e-06	8.78739e-07
-0.51	8.78434e-06	8.83705e-07
-0.49	8.73688e-06	8.80904e-07
-0.47	8.52174e-06	8.72725e-07
-0.45	8.21212e-06	8.56264e-07
-0.43	7.82161e-06	8.34319e-07
-0.41	8.46745e-06	8.77111e-07
-0.39	7.82891e-06	8.41577e-07
-0.37	7.80081e-06	8.34363e-07
-0.35	8.29879e-06	8.57926e-07
-0.33	8.69777e-06	8.78608e-07
-0.31	8.38366e-06	8.64414e-07
-0.29	7.70434e-06	8.23173e-07
-0.27	8.02474e-06	8.42704e-07
-0.25	8.06369e-06	8.37503e-07
-0.23	8.43599e-06	8.54751e-07
-0.21	8.43497e-06	8.62664e-07
-0.19	8.40782e-06	8.54262e-07
-0.17	8.79061e-06	8.70324e-07
-0.15	9.32219e-06	8.95704e-07
-0.13	8.70602e-06	8.63749e-07
-0.11	9.53905e-06	9.08444e-07
-0.09	8.42271e-06	8.52075e-07
-0.0700001	8.56943e-06	8.62148e-07
-0.0500001	8.6501e-06	8.6369e-07
-0.0300001	8.8875e-06	8.79838e-07
