# {InputWorkspace: MoTe2_S1_P19_warm_up_201_300K_target_294.3534actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_warm_up_201_300K_target_294.3534actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.88797e-05	1.2867e-06
-1.17	1.69516e-05	1.2196e-06
-1.15	1.78546e-05	1.25827e-06
-1.13	1.84442e-05	1.27297e-06
-1.11	1.81696e-05	1.26568e-06
-1.09	1.8203e-05	1.265e-06
-1.07	1.84257e-05	1.27363e-06
-1.05	1.94937e-05	1.31344e-06
-1.03	1.85389e-05	1.27976e-06
-1.01	1.83081e-05	1.26824e-06
-0.99	1.85032e-05	1.28186e-06
-0.97	1.82436e-05	1.26813e-06
-0.95	1.76246e-05	1.24789e-06
-0.93	1.88156e-05	1.2928e-06
-0.91	1.81349e-05	1.27138e-06
-0.89	1.80576e-05	1.26955e-06
-0.87	1.74764e-05	1.24819e-06
-0.85	1.67471e-05	1.22402e-06
-0.83	1.7858e-05	1.26384e-06
-0.81	1.63669e-05	1.20589e-06
-0.79	1.5746e-05	1.18206e-06
-0.77	1.61106e-05	1.19491e-06
-0.75	1.56751e-05	1.17688e-06
-0.73	1.46922e-05	1.13859e-06
-0.71	1.44671e-05	1.13447e-06
-0.69	1.43837e-05	1.12984e-06
-0.67	1.33083e-05	1.08153e-06
-0.65	1.34533e-05	1.09692e-06
-0.63	1.36222e-05	1.10022e-06
-0.61	1.26943e-05	1.06273e-06
-0.59	1.21573e-05	1.03811e-06
-0.57	1.12656e-05	9.95684e-07
-0.55	1.18656e-05	1.02291e-06
-0.53	1.08057e-05	9.77008e-07
-0.51	1.14536e-05	1.00489e-06
-0.49	1.13793e-05	1.00214e-06
-0.47	1.06979e-05	9.68942e-07
-0.45	1.04955e-05	9.66917e-07
-0.43	9.8208e-06	9.33341e-07
-0.41	9.75528e-06	9.26103e-07
-0.39	9.65987e-06	9.27892e-07
-0.37	9.33363e-06	9.08063e-07
-0.35	9.61364e-06	9.19977e-07
-0.33	9.7028e-06	9.21118e-07
-0.31	9.17863e-06	8.96738e-07
-0.29	8.60922e-06	8.7304e-07
-0.27	9.64628e-06	9.21702e-07
-0.25	8.86206e-06	8.82923e-07
-0.23	9.05118e-06	8.90305e-07
-0.21	8.85153e-06	8.81427e-07
-0.19	9.17075e-06	8.91932e-07
-0.17	9.00882e-06	8.83087e-07
-0.15	8.2754e-06	8.49848e-07
-0.13	8.23504e-06	8.44598e-07
-0.11	9.12159e-06	8.87958e-07
-0.09	8.49994e-06	8.58181e-07
-0.0700001	8.62481e-06	8.67381e-07
-0.0500001	8.29724e-06	8.54766e-07
-0.0300001	8.68804e-06	8.73936e-07
