# {InputWorkspace: MoTe2_S1_P19_warm_up_201_180K_target_174.5043actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_warm_up_201_180K_target_174.5043actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.59185e-05	1.1946e-06
-1.17	1.69081e-05	1.22503e-06
-1.15	1.83987e-05	1.27766e-06
-1.13	1.85981e-05	1.28305e-06
-1.11	2.0447e-05	1.33498e-06
-1.09	2.24708e-05	1.40016e-06
-1.07	2.17421e-05	1.38014e-06
-1.05	2.3435e-05	1.43022e-06
-1.03	2.3835e-05	1.45004e-06
-1.01	2.49947e-05	1.47994e-06
-0.99	2.47335e-05	1.4764e-06
-0.97	2.51207e-05	1.4802e-06
-0.95	2.5113e-05	1.48687e-06
-0.93	2.30951e-05	1.42458e-06
-0.91	2.44519e-05	1.46575e-06
-0.89	2.32174e-05	1.42654e-06
-0.87	2.19335e-05	1.38594e-06
-0.85	2.02429e-05	1.31915e-06
-0.83	1.86731e-05	1.2672e-06
-0.81	1.74859e-05	1.22332e-06
-0.79	1.70597e-05	1.21137e-06
-0.77	1.50304e-05	1.13082e-06
-0.75	1.4014e-05	1.09031e-06
-0.73	1.17966e-05	9.99912e-07
-0.71	1.05129e-05	9.48703e-07
-0.69	1.04926e-05	9.4655e-07
-0.67	9.76961e-06	9.1724e-07
-0.65	9.57322e-06	9.10145e-07
-0.63	8.69049e-06	8.69961e-07
-0.61	9.29941e-06	9.05602e-07
-0.59	8.23824e-06	8.52947e-07
-0.57	7.59434e-06	8.18611e-07
-0.55	8.36344e-06	8.57982e-07
-0.53	8.53584e-06	8.71839e-07
-0.51	8.43561e-06	8.67848e-07
-0.49	7.81534e-06	8.35762e-07
-0.47	7.87061e-06	8.40808e-07
-0.45	8.18917e-06	8.51938e-07
-0.43	8.165e-06	8.55747e-07
-0.41	8.44053e-06	8.75659e-07
-0.39	8.22769e-06	8.58117e-07
-0.37	8.16082e-06	8.58707e-07
-0.35	8.18229e-06	8.50895e-07
-0.33	8.35241e-06	8.61074e-07
-0.31	8.30147e-06	8.5612e-07
-0.29	7.97391e-06	8.42195e-07
-0.27	8.34048e-06	8.60849e-07
-0.25	7.6461e-06	8.1578e-07
-0.23	8.49788e-06	8.62847e-07
-0.21	8.03492e-06	8.38758e-07
-0.19	8.8693e-06	8.8035e-07
-0.17	8.86575e-06	8.7589e-07
-0.15	9.09262e-06	8.85733e-07
-0.13	8.67379e-06	8.63381e-07
-0.11	8.38211e-06	8.45771e-07
-0.09	8.89513e-06	8.71714e-07
-0.0700001	8.7326e-06	8.72931e-07
-0.0500001	8.59723e-06	8.61095e-07
-0.0300001	8.68476e-06	8.67411e-07
