# {InputWorkspace: MoTe2_S1_P19_cool_down_201_200K_target_204.7273actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P19_cool_down_201_200K_target_204.7273actual_cuts }
# [0,0,L] in 0.447 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	1.55546e-05	1.17656e-06
-1.17	1.63416e-05	1.2093e-06
-1.15	1.79203e-05	1.26608e-06
-1.13	1.90781e-05	1.30334e-06
-1.11	1.92055e-05	1.30797e-06
-1.09	2.13193e-05	1.37117e-06
-1.07	2.23186e-05	1.40149e-06
-1.05	2.19053e-05	1.38702e-06
-1.03	2.3138e-05	1.4214e-06
-1.01	2.40062e-05	1.45e-06
-0.99	2.49831e-05	1.48412e-06
-0.97	2.58509e-05	1.50713e-06
-0.95	2.52169e-05	1.48914e-06
-0.93	2.4821e-05	1.48471e-06
-0.91	2.33519e-05	1.43753e-06
-0.89	2.35817e-05	1.44412e-06
-0.87	2.33694e-05	1.43189e-06
-0.85	2.19183e-05	1.38531e-06
-0.83	2.03328e-05	1.31994e-06
-0.81	1.96641e-05	1.30061e-06
-0.79	1.81454e-05	1.25197e-06
-0.77	1.7039e-05	1.20522e-06
-0.75	1.54417e-05	1.14691e-06
-0.73	1.35637e-05	1.0727e-06
-0.71	1.18694e-05	1.00564e-06
-0.69	1.10443e-05	9.72802e-07
-0.67	1.09146e-05	9.66502e-07
-0.65	1.0807e-05	9.70721e-07
-0.63	9.51952e-06	9.13148e-07
-0.61	9.21885e-06	8.9612e-07
-0.59	9.05817e-06	8.93645e-07
-0.57	9.22355e-06	8.98217e-07
-0.55	8.58387e-06	8.66703e-07
-0.53	8.54026e-06	8.69231e-07
-0.51	7.79816e-06	8.3152e-07
-0.49	8.46728e-06	8.678e-07
-0.47	9.11621e-06	9.0522e-07
-0.45	8.48066e-06	8.71639e-07
-0.43	8.01826e-06	8.47893e-07
-0.41	7.85917e-06	8.4011e-07
-0.39	8.00867e-06	8.4894e-07
-0.37	8.70702e-06	8.8998e-07
-0.35	8.06636e-06	8.47123e-07
-0.33	8.25018e-06	8.57987e-07
-0.31	7.47366e-06	8.1577e-07
-0.29	8.17348e-06	8.49876e-07
-0.27	8.33993e-06	8.60921e-07
-0.25	7.87501e-06	8.31433e-07
-0.23	8.26081e-06	8.55372e-07
-0.21	9.14183e-06	8.95046e-07
-0.19	9.06804e-06	8.9014e-07
-0.17	8.6905e-06	8.63751e-07
-0.15	8.42374e-06	8.5427e-07
-0.13	8.35426e-06	8.48204e-07
-0.11	8.76838e-06	8.68506e-07
-0.09	8.4133e-06	8.50725e-07
-0.0700001	8.62877e-06	8.65134e-07
-0.0500001	8.87286e-06	8.77842e-07
-0.0300001	9.59402e-06	9.0595e-07
-0.00999999	8.88671e-06	8.8094e-07
