# {InputWorkspace: MoTe2_S1_P37_warm_up_201_220K_target_202.131actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P37_warm_up_201_220K_target_202.131actual_cuts }
# [0,0,L] in 0.462 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	-nan	-nan
-1.11	-nan	-nan
-1.09	1.85651e-05	1.2659e-06
-1.07	1.99226e-05	1.31641e-06
-1.05	1.99647e-05	1.30897e-06
-1.03	1.893e-05	1.27891e-06
-1.01	2.07951e-05	1.34102e-06
-0.99	2.02668e-05	1.3319e-06
-0.97	2.10415e-05	1.35048e-06
-0.95	2.15978e-05	1.36614e-06
-0.93	2.07493e-05	1.33481e-06
-0.91	2.02729e-05	1.32927e-06
-0.89	2.15884e-05	1.36852e-06
-0.87	2.08585e-05	1.33975e-06
-0.85	2.04551e-05	1.33192e-06
-0.83	1.9943e-05	1.31426e-06
-0.81	1.90776e-05	1.2978e-06
-0.79	1.71608e-05	1.2305e-06
-0.77	1.67424e-05	1.21994e-06
-0.75	1.51246e-05	1.15196e-06
-0.73	1.50032e-05	1.14946e-06
-0.71	1.2832e-05	1.05711e-06
-0.69	1.24479e-05	1.044e-06
-0.67	1.17748e-05	1.01765e-06
-0.65	1.0653e-05	9.55627e-07
-0.63	1.10665e-05	9.70371e-07
-0.61	1.00532e-05	9.15328e-07
-0.59	9.80091e-06	8.96365e-07
-0.57	9.15321e-06	8.7341e-07
-0.55	9.47835e-06	8.98239e-07
-0.53	8.72314e-06	8.44724e-07
-0.51	9.4544e-06	8.74837e-07
-0.49	7.99206e-06	8.15088e-07
-0.47	8.61667e-06	8.55499e-07
-0.45	8.8562e-06	8.70133e-07
-0.43	8.65056e-06	8.6207e-07
-0.41	8.72017e-06	8.73747e-07
-0.39	8.29313e-06	8.47739e-07
-0.37	7.93243e-06	8.37211e-07
-0.35	7.78437e-06	8.25388e-07
-0.33	8.20619e-06	8.48657e-07
-0.31	8.60141e-06	8.74543e-07
-0.29	7.7199e-06	8.25312e-07
-0.27	8.70547e-06	8.73325e-07
-0.25	8.35509e-06	8.59685e-07
-0.23	8.12931e-06	8.46602e-07
-0.21	8.39785e-06	8.61657e-07
-0.19	8.32541e-06	8.50519e-07
-0.17	8.55934e-06	8.63379e-07
-0.15	8.42692e-06	8.53146e-07
-0.13	9.37757e-06	8.96359e-07
-0.11	7.98126e-06	8.2336e-07
-0.09	9.16581e-06	8.75763e-07
-0.0700001	8.44672e-06	8.39379e-07
-0.0500001	8.29552e-06	8.26392e-07
-0.0300001	8.74749e-06	8.57756e-07
-0.00999999	8.4997e-06	8.39476e-07
0.00999999	9.2112e-06	8.76013e-07
0.03	9.24537e-06	8.78946e-07
