# {InputWorkspace: MoTe2_S1_P37_cool_down_201_210K_target_224.9796actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P37_cool_down_201_210K_target_224.9796actual_cuts }
# [0,0,L] in 0.462 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	-nan	-nan
-1.11	-nan	-nan
-1.09	1.59948e-05	1.16916e-06
-1.07	1.78058e-05	1.23688e-06
-1.05	1.74497e-05	1.22131e-06
-1.03	1.88989e-05	1.27934e-06
-1.01	1.98443e-05	1.31579e-06
-0.99	1.9611e-05	1.30495e-06
-0.97	1.98591e-05	1.31069e-06
-0.95	1.95173e-05	1.29552e-06
-0.93	1.99726e-05	1.31078e-06
-0.91	2.0731e-05	1.33523e-06
-0.89	2.03238e-05	1.31958e-06
-0.87	2.08128e-05	1.33981e-06
-0.85	1.99243e-05	1.30431e-06
-0.83	1.98939e-05	1.30681e-06
-0.81	1.83733e-05	1.26123e-06
-0.79	1.86469e-05	1.26508e-06
-0.77	1.80195e-05	1.25391e-06
-0.75	1.70087e-05	1.21064e-06
-0.73	1.55897e-05	1.16118e-06
-0.71	1.47341e-05	1.12974e-06
-0.69	1.38942e-05	1.0988e-06
-0.67	1.2364e-05	1.0412e-06
-0.65	1.18009e-05	1.00353e-06
-0.63	1.17273e-05	9.81351e-07
-0.61	1.11796e-05	9.57534e-07
-0.59	1.04363e-05	9.33211e-07
-0.57	1.07248e-05	9.60071e-07
-0.55	1.04004e-05	9.51622e-07
-0.53	9.99573e-06	9.27415e-07
-0.51	9.98492e-06	9.23713e-07
-0.49	8.6186e-06	8.53145e-07
-0.47	9.46935e-06	8.99228e-07
-0.45	9.18627e-06	8.92942e-07
-0.43	9.01591e-06	8.8915e-07
-0.41	9.00776e-06	8.85009e-07
-0.39	8.89226e-06	8.82481e-07
-0.37	8.8226e-06	8.76086e-07
-0.35	8.38042e-06	8.52806e-07
-0.33	8.66521e-06	8.67155e-07
-0.31	8.43927e-06	8.56095e-07
-0.29	8.86389e-06	8.80058e-07
-0.27	8.10536e-06	8.37627e-07
-0.25	8.13884e-06	8.39048e-07
-0.23	8.74738e-06	8.72446e-07
-0.21	8.49907e-06	8.60517e-07
-0.19	8.52024e-06	8.60638e-07
-0.17	9.01862e-06	8.8405e-07
-0.15	8.57168e-06	8.58277e-07
-0.13	8.76323e-06	8.68199e-07
-0.11	8.82179e-06	8.6701e-07
-0.09	9.2367e-06	8.83128e-07
-0.0700001	8.40993e-06	8.41698e-07
-0.0500001	9.35748e-06	8.8145e-07
-0.0300001	8.20516e-06	8.28895e-07
-0.00999999	8.64574e-06	8.43212e-07
0.00999999	8.37297e-06	8.30977e-07
