# {InputWorkspace: MoTe2_S1_P37_cool_down_201_170K_target_185.0835actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P37_cool_down_201_170K_target_185.0835actual_cuts }
# [0,0,L] in 0.462 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	-nan	-nan
-1.11	-nan	-nan
-1.09	1.72163e-05	1.21627e-06
-1.07	1.92705e-05	1.29811e-06
-1.05	1.96587e-05	1.30241e-06
-1.03	1.97031e-05	1.31057e-06
-1.01	2.03236e-05	1.32929e-06
-0.99	2.11439e-05	1.35796e-06
-0.97	2.03731e-05	1.32063e-06
-0.95	2.01311e-05	1.31221e-06
-0.93	2.11959e-05	1.35747e-06
-0.91	2.21967e-05	1.3873e-06
-0.89	2.04558e-05	1.33119e-06
-0.87	2.1612e-05	1.36923e-06
-0.85	2.05325e-05	1.32932e-06
-0.83	2.08638e-05	1.34774e-06
-0.81	1.88904e-05	1.28487e-06
-0.79	1.76936e-05	1.25106e-06
-0.77	1.71557e-05	1.23082e-06
-0.75	1.47247e-05	1.13491e-06
-0.73	1.42313e-05	1.11615e-06
-0.71	1.31691e-05	1.07181e-06
-0.69	1.23739e-05	1.04279e-06
-0.67	1.14633e-05	1.00865e-06
-0.65	1.07773e-05	9.68477e-07
-0.63	1.07441e-05	9.45861e-07
-0.61	1.0348e-05	9.22025e-07
-0.59	9.51935e-06	8.81778e-07
-0.57	1.01104e-05	9.215e-07
-0.55	9.25512e-06	8.87212e-07
-0.53	8.76416e-06	8.48019e-07
-0.51	8.93315e-06	8.63487e-07
-0.49	9.28718e-06	8.84483e-07
-0.47	8.96301e-06	8.69931e-07
-0.45	8.28072e-06	8.43528e-07
-0.43	8.09097e-06	8.35299e-07
-0.41	8.55245e-06	8.62216e-07
-0.39	7.94944e-06	8.32374e-07
-0.37	8.53846e-06	8.69068e-07
-0.35	8.22451e-06	8.49671e-07
-0.33	8.12594e-06	8.49254e-07
-0.31	8.50755e-06	8.66629e-07
-0.29	8.46318e-06	8.57785e-07
-0.27	8.46549e-06	8.60498e-07
-0.25	8.66722e-06	8.72748e-07
-0.23	8.19188e-06	8.4683e-07
-0.21	9.07624e-06	8.9318e-07
-0.19	8.32956e-06	8.53671e-07
-0.17	8.44513e-06	8.58238e-07
-0.15	8.55909e-06	8.57479e-07
-0.13	9.0923e-06	8.8122e-07
-0.11	9.41399e-06	8.88737e-07
-0.09	8.96941e-06	8.6729e-07
-0.0700001	8.95916e-06	8.67193e-07
-0.0500001	8.9069e-06	8.55019e-07
-0.0300001	8.89219e-06	8.62441e-07
-0.00999999	8.92947e-06	8.57819e-07
0.00999999	8.99758e-06	8.67049e-07
