# {InputWorkspace: MoTe2_S1_P37_warm_up_201_260K_target_242.0875actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P37_warm_up_201_260K_target_242.0875actual_cuts }
# [0,0,L] in 0.462 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	-nan	-nan
-1.11	-nan	-nan
-1.09	1.68228e-05	1.19691e-06
-1.07	1.82463e-05	1.24712e-06
-1.05	2.04141e-05	1.32971e-06
-1.03	1.95599e-05	1.30392e-06
-1.01	2.10605e-05	1.35684e-06
-0.99	2.09441e-05	1.3493e-06
-0.97	2.14448e-05	1.36144e-06
-0.95	2.07688e-05	1.33378e-06
-0.93	2.06641e-05	1.33947e-06
-0.91	2.0471e-05	1.32588e-06
-0.89	2.07936e-05	1.34042e-06
-0.87	2.18262e-05	1.3694e-06
-0.85	2.00666e-05	1.31336e-06
-0.83	2.01073e-05	1.31228e-06
-0.81	1.94007e-05	1.29627e-06
-0.79	1.75995e-05	1.24487e-06
-0.77	1.67206e-05	1.21521e-06
-0.75	1.5951e-05	1.18824e-06
-0.73	1.53369e-05	1.16264e-06
-0.71	1.41902e-05	1.11921e-06
-0.69	1.25013e-05	1.04287e-06
-0.67	1.17374e-05	1.01592e-06
-0.65	1.13374e-05	9.93257e-07
-0.63	1.07077e-05	9.48433e-07
-0.61	1.00886e-05	9.07724e-07
-0.59	9.4936e-06	8.76734e-07
-0.57	1.00788e-05	9.1837e-07
-0.55	9.81378e-06	9.16806e-07
-0.53	9.17481e-06	8.78512e-07
-0.51	9.20497e-06	8.70572e-07
-0.49	8.94942e-06	8.61081e-07
-0.47	8.4723e-06	8.51314e-07
-0.45	9.2e-06	8.88125e-07
-0.43	9.15799e-06	8.96195e-07
-0.41	8.39994e-06	8.54043e-07
-0.39	8.90409e-06	8.80521e-07
-0.37	8.56671e-06	8.65529e-07
-0.35	9.04208e-06	8.93057e-07
-0.33	8.25247e-06	8.49871e-07
-0.31	8.37828e-06	8.54624e-07
-0.29	8.50988e-06	8.6663e-07
-0.27	8.05425e-06	8.36434e-07
-0.25	8.47615e-06	8.63433e-07
-0.23	8.36364e-06	8.59348e-07
-0.21	8.43906e-06	8.59622e-07
-0.19	9.05972e-06	8.87956e-07
-0.17	8.8824e-06	8.80803e-07
-0.15	8.31289e-06	8.48511e-07
-0.13	9.38366e-06	8.99278e-07
-0.11	8.78573e-06	8.64094e-07
-0.09	9.14062e-06	8.82946e-07
-0.0700001	9.13135e-06	8.84087e-07
-0.0500001	9.47967e-06	8.87098e-07
-0.0300001	8.93095e-06	8.67107e-07
-0.00999999	8.6327e-06	8.45426e-07
0.00999999	9.33e-06	8.82747e-07
