# {InputWorkspace: MoTe2_S1_P37_warm_up_201_200K_target_182.4996actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P37_warm_up_201_200K_target_182.4996actual_cuts }
# [0,0,L] in 0.462 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	-nan	-nan
-1.11	-nan	-nan
-1.09	1.88752e-05	1.27399e-06
-1.07	1.89839e-05	1.281e-06
-1.05	2.00317e-05	1.32153e-06
-1.03	1.99975e-05	1.31429e-06
-1.01	2.02688e-05	1.32825e-06
-0.99	1.98813e-05	1.31432e-06
-0.97	2.11572e-05	1.35735e-06
-0.95	2.06088e-05	1.33649e-06
-0.93	2.12172e-05	1.35702e-06
-0.91	2.07831e-05	1.33728e-06
-0.89	2.09058e-05	1.34819e-06
-0.87	2.02252e-05	1.32776e-06
-0.85	2.00926e-05	1.32097e-06
-0.83	1.94034e-05	1.302e-06
-0.81	1.80773e-05	1.26285e-06
-0.79	1.73053e-05	1.23743e-06
-0.77	1.59351e-05	1.19162e-06
-0.75	1.44844e-05	1.12845e-06
-0.73	1.32684e-05	1.07814e-06
-0.71	1.22344e-05	1.03302e-06
-0.69	1.12012e-05	9.85266e-07
-0.67	1.1586e-05	1.00828e-06
-0.65	1.05502e-05	9.54778e-07
-0.63	9.98111e-06	9.13855e-07
-0.61	9.54004e-06	8.86974e-07
-0.59	9.29191e-06	8.71414e-07
-0.57	9.64511e-06	8.92616e-07
-0.55	8.82998e-06	8.62834e-07
-0.53	8.47106e-06	8.35473e-07
-0.51	8.34388e-06	8.25876e-07
-0.49	9.22896e-06	8.79805e-07
-0.47	9.43141e-06	8.88823e-07
-0.45	8.42339e-06	8.46827e-07
-0.43	8.89934e-06	8.7981e-07
-0.41	8.13128e-06	8.37501e-07
-0.39	8.50716e-06	8.61878e-07
-0.37	8.03274e-06	8.39631e-07
-0.35	8.29824e-06	8.54757e-07
-0.33	7.999e-06	8.39111e-07
-0.31	8.3658e-06	8.6118e-07
-0.29	8.66213e-06	8.79994e-07
-0.27	8.79655e-06	8.81573e-07
-0.25	7.85828e-06	8.30055e-07
-0.23	8.20013e-06	8.50702e-07
-0.21	8.40487e-06	8.6266e-07
-0.19	8.52433e-06	8.60709e-07
-0.17	8.394e-06	8.51216e-07
-0.15	8.38631e-06	8.4823e-07
-0.13	9.03491e-06	8.82002e-07
-0.11	8.80647e-06	8.58981e-07
-0.09	9.01165e-06	8.74448e-07
-0.0700001	9.36869e-06	8.85645e-07
-0.0500001	8.95247e-06	8.5714e-07
-0.0300001	8.69505e-06	8.53866e-07
-0.00999999	8.84337e-06	8.53855e-07
0.00999999	8.93714e-06	8.57736e-07
0.03	8.86231e-06	8.62486e-07
