# {InputWorkspace: MoTe2_S1_P37_warm_up_201_300K_target_282.4915actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P37_warm_up_201_300K_target_282.4915actual_cuts }
# [0,0,L] in 0.462 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	-nan	-nan
-1.15	-nan	-nan
-1.13	-nan	-nan
-1.11	-nan	-nan
-1.09	1.62121e-05	1.1821e-06
-1.07	1.67316e-05	1.20613e-06
-1.05	1.74392e-05	1.22458e-06
-1.03	1.63948e-05	1.19347e-06
-1.01	1.78814e-05	1.24968e-06
-0.99	1.67074e-05	1.20389e-06
-0.97	1.73418e-05	1.23037e-06
-0.95	1.69349e-05	1.2123e-06
-0.93	1.89482e-05	1.27631e-06
-0.91	1.80018e-05	1.24262e-06
-0.89	1.77138e-05	1.2394e-06
-0.87	1.75566e-05	1.22931e-06
-0.85	1.81062e-05	1.2505e-06
-0.83	1.73411e-05	1.21577e-06
-0.81	1.60293e-05	1.17005e-06
-0.79	1.6713e-05	1.19703e-06
-0.77	1.66654e-05	1.19894e-06
-0.75	1.559e-05	1.16012e-06
-0.73	1.48998e-05	1.13331e-06
-0.71	1.44833e-05	1.11604e-06
-0.69	1.37803e-05	1.09138e-06
-0.67	1.35736e-05	1.09652e-06
-0.65	1.24441e-05	1.02651e-06
-0.63	1.28486e-05	1.03021e-06
-0.61	1.22215e-05	1.00375e-06
-0.59	1.18044e-05	9.90747e-07
-0.57	1.14523e-05	9.94059e-07
-0.55	1.12432e-05	9.91541e-07
-0.53	1.10261e-05	9.80058e-07
-0.51	1.07741e-05	9.62878e-07
-0.49	1.02238e-05	9.35942e-07
-0.47	9.43678e-06	9.01073e-07
-0.45	1.06106e-05	9.64261e-07
-0.43	1.01765e-05	9.44996e-07
-0.41	1.01784e-05	9.49125e-07
-0.39	1.03359e-05	9.51012e-07
-0.37	1.01985e-05	9.4968e-07
-0.35	9.81327e-06	9.27043e-07
-0.33	9.56942e-06	9.22229e-07
-0.31	9.52878e-06	9.11711e-07
-0.29	9.36398e-06	9.0809e-07
-0.27	8.99534e-06	8.89701e-07
-0.25	8.96037e-06	8.87316e-07
-0.23	9.21393e-06	8.96012e-07
-0.21	8.86577e-06	8.80747e-07
-0.19	8.83493e-06	8.70712e-07
-0.17	8.79098e-06	8.7758e-07
-0.15	8.62601e-06	8.63023e-07
-0.13	9.26859e-06	8.94208e-07
-0.11	8.89238e-06	8.7082e-07
-0.09	9.44758e-06	8.95238e-07
-0.0700001	8.38735e-06	8.44665e-07
-0.0500001	8.87448e-06	8.58055e-07
-0.0300001	8.70497e-06	8.56804e-07
-0.00999999	8.47371e-06	8.458e-07
0.00999999	8.81544e-06	8.54544e-07
