        6.02500   312624.11347518    13318.23500063
        6.07500   305815.60283688    13172.41051489
        6.12500   314326.24113475    13354.44232163
        6.17500   312624.11347518    13318.23500063
        6.22500   316595.74468085    13402.56659406
        6.27500   301843.97163121    13086.59585211
        6.32500   286524.82269504    12750.18726482
        6.37500   307517.73049645    13209.01756235
        6.42500   316595.74468085    13402.56659406
        6.47500   317730.49645390    13426.56404675
        6.52500   294468.08510638    12925.71432612
        6.57500   326808.51063830    13617.02127660
        6.62500   306382.97872340    13184.62415730
        6.67500   291063.82978723    12850.78201748
        6.72500   296737.58865248    12975.42879549
        6.77500   308652.48226950    13233.36600249
        6.82500   307517.73049645    13209.01756235
        6.87500   281418.43971631    12636.06096529
        6.92500   316028.36879433    13390.55174038
        6.97500   301843.97163121    13086.59585211
        7.02500   297872.34042553    13000.21473746
        7.07500   287092.19858156    12762.80496931
        7.12500   309787.23404255    13257.66972544
        7.17500   286524.82269504    12750.18726482
        7.22500   301843.97163121    13086.59585211
        7.27500   289929.07801418    12825.70729697
        7.32500   277446.80851064    12546.57837588
        7.37500   278581.56028369    12572.20981910
        7.42500   289929.07801418    12825.70729697
        7.47500   299574.46808511    13037.30529711
        7.52500   311489.36170213    13294.04200154
        7.57500   302411.34751773    13098.88950992
        7.62500   311489.36170213    13294.04200154
        7.67500   283687.94326241    12686.91051064
        7.72500   296737.58865248    12975.42879549
        7.77500   306382.97872340    13184.62415730
        7.82500   305248.22695035    13160.18553730
        7.87500   297304.96453901    12987.82767916
        7.92500   282553.19148936    12661.51126492
        7.97500   314326.24113475    13354.44232163
        8.02500   291631.20567376    12863.30104823
        8.07500   283120.56737589    12674.21725032
        8.12500   268368.79432624    12339.61030975
        8.17500   285390.07092199    12724.91432171
        8.22500   285957.44680851    12737.55706136
        8.27500   303546.09929078    13123.44227656
        8.32500   305815.60283688    13172.41051489
        8.37500   309787.23404255    13257.66972544
        8.42500   271773.04964539    12417.62759049
        8.47500   287092.19858156    12762.80496931
        8.52500   283120.56737589    12674.21725032
        8.57500   329078.01418440    13664.22079863
        8.62500   283170.83509962     8945.70682003
        8.67500   289105.55320051     9038.96317181
        8.72500   274410.06076021     8806.23792617
        8.77500   289388.15882436     9043.37996326
        8.82500   286562.10258584     8999.11449942
        8.87500   300974.98940229     9222.64737718
        8.92500   301822.80627384     9235.62788660
        8.97500   275540.48325562     8824.35777646
        9.02500   293344.63755829     9104.99007692
        9.07500   285714.28571429     8985.79233889
        9.12500   289105.55320051     9038.96317181
        9.17500   279496.96198954     8887.48633235
        9.22500   284866.46884273     8972.45039785
        9.27500   298714.14441147     9187.94303067
        9.32500   296170.69379681     9148.74328458
        9.37500   282605.62385191     8936.77450945
        9.42500   288540.34195280     9030.12310791
        9.47500   287127.31383355     9007.98499393
        9.52500   295322.87692525     9135.63932471
        9.57500   308322.73562244     9334.54546554
        9.62500   278931.75074184     8878.49544858
        9.67500   296735.90504451     9157.46884048
        9.72500   309735.76374170     9355.91089854
        9.77500   288822.94757666     9034.54422108
        9.82500   284866.46884273     8972.45039785
        9.87500   288257.73632895     9025.69982912
        9.92500   293627.24318214     9109.37485448
        9.97500   280909.99010880     8909.92384933
       10.02500   306909.70750318     9313.13101782
       10.07500   270170.97640243     8737.95384131
       10.12500   291931.60943903     9083.03443831
       10.17500   286562.10258584     8999.11449942
