# {InputWorkspace: MoTe2_S1_P0_warm_up_201_280K_target_274.5688actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P0_warm_up_201_280K_target_274.5688actual_cuts }
# [0,0,L] in 0.454 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	1.36187e-05	1.09736e-06
-1.15	1.46842e-05	1.14214e-06
-1.13	1.45806e-05	1.14062e-06
-1.11	1.64684e-05	1.21099e-06
-1.09	1.69428e-05	1.23106e-06
-1.07	1.82515e-05	1.28442e-06
-1.05	1.95005e-05	1.33414e-06
-1.03	2.04338e-05	1.36394e-06
-1.01	2.14693e-05	1.39945e-06
-0.99	2.18525e-05	1.42103e-06
-0.97	2.33304e-05	1.46915e-06
-0.95	2.27145e-05	1.44733e-06
-0.93	2.29641e-05	1.45356e-06
-0.91	2.26011e-05	1.44709e-06
-0.89	2.41911e-05	1.49605e-06
-0.87	2.34174e-05	1.47177e-06
-0.85	2.2763e-05	1.45723e-06
-0.83	2.2208e-05	1.43836e-06
-0.81	2.23639e-05	1.44288e-06
-0.79	2.09871e-05	1.39392e-06
-0.77	1.95945e-05	1.34741e-06
-0.75	1.90031e-05	1.32527e-06
-0.73	1.86582e-05	1.31214e-06
-0.71	1.66014e-05	1.22982e-06
-0.69	1.51679e-05	1.17391e-06
-0.67	1.41158e-05	1.13108e-06
-0.65	1.32188e-05	1.09211e-06
-0.63	1.29772e-05	1.07729e-06
-0.61	1.12707e-05	1.00042e-06
-0.59	1.15955e-05	1.01815e-06
-0.57	1.11748e-05	9.95286e-07
-0.55	1.15552e-05	1.01548e-06
-0.53	1.0443e-05	9.58877e-07
-0.51	1.04249e-05	9.61678e-07
-0.49	1.09782e-05	9.8932e-07
-0.47	1.03622e-05	9.65522e-07
-0.45	1.04678e-05	9.67771e-07
-0.43	1.06388e-05	9.71834e-07
-0.41	9.71719e-06	9.33904e-07
-0.39	1.07294e-05	9.77768e-07
-0.37	9.74485e-06	9.32307e-07
-0.35	1.0561e-05	9.7622e-07
-0.33	9.59283e-06	9.2131e-07
-0.31	9.65165e-06	9.2776e-07
-0.29	9.74107e-06	9.31369e-07
-0.27	9.13883e-06	9.04457e-07
-0.25	8.49606e-06	8.74302e-07
-0.23	8.76946e-06	8.8178e-07
-0.21	9.33934e-06	9.11947e-07
-0.19	9.35358e-06	9.19638e-07
-0.17	9.48806e-06	9.22571e-07
-0.15	8.7908e-06	8.92753e-07
-0.13	9.08126e-06	9.07226e-07
-0.11	9.5325e-06	9.26298e-07
-0.09	9.00738e-06	8.99113e-07
-0.0700001	8.7177e-06	8.82253e-07
-0.0500001	8.88992e-06	8.92736e-07
-0.0300001	9.40854e-06	9.19907e-07
-0.00999999	9.00418e-06	8.95631e-07
