# {InputWorkspace: MoTe2_S1_P0_warm_up_201_190K_target_184.4049actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P0_warm_up_201_190K_target_184.4049actual_cuts }
# [0,0,L] in 0.454 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	1.44528e-05	1.14167e-06
-1.15	1.55944e-05	1.18843e-06
-1.13	1.64362e-05	1.22273e-06
-1.11	1.88971e-05	1.31413e-06
-1.09	2.12948e-05	1.40265e-06
-1.07	2.14259e-05	1.40055e-06
-1.05	2.33907e-05	1.46557e-06
-1.03	2.42179e-05	1.4915e-06
-1.01	2.45972e-05	1.50218e-06
-0.99	2.62771e-05	1.55656e-06
-0.97	2.63081e-05	1.56522e-06
-0.95	2.75507e-05	1.60131e-06
-0.93	2.70857e-05	1.59025e-06
-0.91	2.81091e-05	1.61989e-06
-0.89	2.68278e-05	1.58241e-06
-0.87	2.63448e-05	1.56898e-06
-0.85	2.49699e-05	1.52452e-06
-0.83	2.56094e-05	1.54438e-06
-0.81	2.30865e-05	1.46253e-06
-0.79	2.11989e-05	1.39854e-06
-0.77	2.11471e-05	1.39808e-06
-0.75	1.85475e-05	1.30423e-06
-0.73	1.67764e-05	1.23783e-06
-0.71	1.6047e-05	1.20673e-06
-0.69	1.35798e-05	1.10065e-06
-0.67	1.14861e-05	1.01446e-06
-0.65	1.10217e-05	9.82721e-07
-0.63	1.05306e-05	9.57051e-07
-0.61	9.90033e-06	9.33278e-07
-0.59	1.01683e-05	9.41504e-07
-0.57	9.23984e-06	8.96721e-07
-0.55	9.19838e-06	8.98298e-07
-0.53	8.61078e-06	8.6669e-07
-0.51	8.92004e-06	8.86095e-07
-0.49	9.1796e-06	8.95309e-07
-0.47	8.70486e-06	8.73117e-07
-0.45	8.26035e-06	8.50197e-07
-0.43	9.02015e-06	8.94342e-07
-0.41	8.25768e-06	8.57437e-07
-0.39	7.69881e-06	8.23062e-07
-0.37	8.59528e-06	8.74544e-07
-0.35	8.12021e-06	8.5433e-07
-0.33	8.27279e-06	8.58565e-07
-0.31	8.04131e-06	8.50764e-07
-0.29	8.12335e-06	8.51496e-07
-0.27	8.171e-06	8.54559e-07
-0.25	7.92173e-06	8.41897e-07
-0.23	8.15626e-06	8.5239e-07
-0.21	7.94146e-06	8.43402e-07
-0.19	8.19626e-06	8.63241e-07
-0.17	8.59878e-06	8.8218e-07
-0.15	8.8549e-06	9.00207e-07
-0.13	8.7946e-06	8.92852e-07
-0.11	8.98351e-06	8.99385e-07
-0.09	1.00929e-05	9.55189e-07
-0.0700001	8.98346e-06	9.03034e-07
-0.0500001	9.05102e-06	8.96862e-07
-0.0300001	1.00384e-05	9.47486e-07
-0.00999999	9.81573e-06	9.30398e-07
