# {InputWorkspace: MoTe2_S1_P0_warm_up_201_180K_target_174.4855actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P0_warm_up_201_180K_target_174.4855actual_cuts }
# [0,0,L] in 0.454 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	1.44564e-05	1.14075e-06
-1.15	1.56227e-05	1.19406e-06
-1.13	1.84788e-05	1.30032e-06
-1.11	1.91668e-05	1.32358e-06
-1.09	1.94747e-05	1.33031e-06
-1.07	2.28048e-05	1.44531e-06
-1.05	2.30651e-05	1.45353e-06
-1.03	2.39625e-05	1.48608e-06
-1.01	2.5797e-05	1.53994e-06
-0.99	2.62592e-05	1.55715e-06
-0.97	2.66052e-05	1.57609e-06
-0.95	2.72562e-05	1.59176e-06
-0.93	2.81898e-05	1.62615e-06
-0.91	2.76033e-05	1.60975e-06
-0.89	2.71853e-05	1.59112e-06
-0.87	2.7347e-05	1.601e-06
-0.85	2.49192e-05	1.52304e-06
-0.83	2.49228e-05	1.52259e-06
-0.81	2.25163e-05	1.44927e-06
-0.79	2.09075e-05	1.38729e-06
-0.77	1.96076e-05	1.34658e-06
-0.75	1.86667e-05	1.3123e-06
-0.73	1.70622e-05	1.25111e-06
-0.71	1.55005e-05	1.1849e-06
-0.69	1.27823e-05	1.06821e-06
-0.67	1.14471e-05	1.00501e-06
-0.65	1.13298e-05	9.98677e-07
-0.63	9.57312e-06	9.15906e-07
-0.61	9.80136e-06	9.2925e-07
-0.59	9.23648e-06	8.94214e-07
-0.57	9.50138e-06	9.08129e-07
-0.55	9.04107e-06	8.88466e-07
-0.53	8.46407e-06	8.59448e-07
-0.51	9.14134e-06	8.99138e-07
-0.49	8.75209e-06	8.76678e-07
-0.47	7.89361e-06	8.32469e-07
-0.45	8.38929e-06	8.57079e-07
-0.43	8.51632e-06	8.68601e-07
-0.41	7.88977e-06	8.39e-07
-0.39	8.33796e-06	8.6076e-07
-0.37	8.13509e-06	8.51005e-07
-0.35	8.17649e-06	8.56822e-07
-0.33	8.25108e-06	8.55894e-07
-0.31	8.07208e-06	8.46912e-07
-0.29	7.69993e-06	8.25962e-07
-0.27	8.0628e-06	8.48632e-07
-0.25	8.18171e-06	8.53897e-07
-0.23	7.92226e-06	8.43175e-07
-0.21	8.51989e-06	8.75545e-07
-0.19	8.43811e-06	8.75163e-07
-0.17	9.04748e-06	9.09167e-07
-0.15	9.10577e-06	9.09255e-07
-0.13	9.39827e-06	9.24129e-07
-0.11	8.49974e-06	8.73292e-07
-0.09	9.41991e-06	9.18126e-07
-0.0700001	8.80545e-06	8.88174e-07
-0.0500001	9.21825e-06	9.08981e-07
-0.0300001	8.962e-06	8.9448e-07
-0.00999999	9.90094e-06	9.40002e-07
