# {InputWorkspace: MoTe2_S1_P0_warm_up_201_210K_target_204.3628actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P0_warm_up_201_210K_target_204.3628actual_cuts }
# [0,0,L] in 0.454 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	1.35033e-05	1.103e-06
-1.15	1.42732e-05	1.13743e-06
-1.13	1.64738e-05	1.21788e-06
-1.11	1.89344e-05	1.31185e-06
-1.09	1.86236e-05	1.30262e-06
-1.07	2.22322e-05	1.42781e-06
-1.05	2.32817e-05	1.4611e-06
-1.03	2.45744e-05	1.50387e-06
-1.01	2.50673e-05	1.52072e-06
-0.99	2.65005e-05	1.57111e-06
-0.97	2.82225e-05	1.61943e-06
-0.95	2.64663e-05	1.57255e-06
-0.93	2.72916e-05	1.5941e-06
-0.91	2.8075e-05	1.62147e-06
-0.89	2.71668e-05	1.58579e-06
-0.87	2.75157e-05	1.60318e-06
-0.85	2.72222e-05	1.5927e-06
-0.83	2.58664e-05	1.55451e-06
-0.81	2.40498e-05	1.49697e-06
-0.79	2.24639e-05	1.4434e-06
-0.77	2.12843e-05	1.40904e-06
-0.75	1.94263e-05	1.33756e-06
-0.73	1.81432e-05	1.29189e-06
-0.71	1.61986e-05	1.21592e-06
-0.69	1.41949e-05	1.13145e-06
-0.67	1.26673e-05	1.06025e-06
-0.65	1.15336e-05	1.01075e-06
-0.63	1.01449e-05	9.43541e-07
-0.61	9.91786e-06	9.29281e-07
-0.59	9.64646e-06	9.22761e-07
-0.57	9.88565e-06	9.21882e-07
-0.55	8.88384e-06	8.77696e-07
-0.53	8.91108e-06	8.81547e-07
-0.51	8.23536e-06	8.48411e-07
-0.49	8.85874e-06	8.78459e-07
-0.47	9.21559e-06	8.98267e-07
-0.45	7.94518e-06	8.37748e-07
-0.43	8.53523e-06	8.66196e-07
-0.41	8.07049e-06	8.45754e-07
-0.39	8.1382e-06	8.4808e-07
-0.37	8.76546e-06	8.80777e-07
-0.35	8.63719e-06	8.77761e-07
-0.33	8.20588e-06	8.5333e-07
-0.31	8.11069e-06	8.5538e-07
-0.29	9.26398e-06	9.08626e-07
-0.27	8.08075e-06	8.49396e-07
-0.25	8.63433e-06	8.85602e-07
-0.23	8.32549e-06	8.64679e-07
-0.21	8.07668e-06	8.48115e-07
-0.19	8.32248e-06	8.62887e-07
-0.17	8.75914e-06	8.9162e-07
-0.15	9.99148e-06	9.49321e-07
-0.13	9.13372e-06	9.08633e-07
-0.11	9.22479e-06	9.11818e-07
-0.09	7.99845e-06	8.50985e-07
-0.0700001	9.15711e-06	9.02446e-07
-0.0500001	9.72375e-06	9.31641e-07
-0.0300001	1.01017e-05	9.49242e-07
-0.00999999	9.51076e-06	9.17506e-07
