# {InputWorkspace: MoTe2_S1_P0_cool_down_201_210K_target_216.1189actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P0_cool_down_201_210K_target_216.1189actual_cuts }
# [0,0,L] in 0.454 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	1.58584e-05	1.46421e-06
-1.15	1.6017e-05	1.47349e-06
-1.13	1.92971e-05	1.62389e-06
-1.11	2.13128e-05	1.70689e-06
-1.09	2.3071e-05	1.77645e-06
-1.07	2.38975e-05	1.81386e-06
-1.05	2.56916e-05	1.88212e-06
-1.03	2.94489e-05	2.01817e-06
-1.01	3.00206e-05	2.03726e-06
-0.99	3.285e-05	2.13497e-06
-0.97	3.4107e-05	2.17667e-06
-0.95	3.54845e-05	2.21898e-06
-0.93	3.44557e-05	2.19105e-06
-0.91	3.54781e-05	2.21809e-06
-0.89	3.41518e-05	2.17165e-06
-0.87	3.36797e-05	2.16203e-06
-0.85	3.34197e-05	2.15495e-06
-0.83	3.54696e-05	2.2188e-06
-0.81	3.26761e-05	2.13235e-06
-0.79	3.04896e-05	2.06011e-06
-0.77	2.89422e-05	2.00452e-06
-0.75	2.69522e-05	1.9244e-06
-0.73	2.53356e-05	1.87097e-06
-0.71	2.11741e-05	1.70598e-06
-0.69	1.85475e-05	1.58258e-06
-0.67	1.6605e-05	1.48853e-06
-0.65	1.45284e-05	1.38653e-06
-0.63	1.34667e-05	1.34235e-06
-0.61	1.19108e-05	1.25515e-06
-0.59	1.139e-05	1.21818e-06
-0.57	1.16029e-05	1.23362e-06
-0.55	1.08851e-05	1.20285e-06
-0.53	9.8776e-06	1.13079e-06
-0.51	1.07315e-05	1.18681e-06
-0.49	9.68849e-06	1.1294e-06
-0.47	8.77156e-06	1.07413e-06
-0.45	9.4657e-06	1.11375e-06
-0.43	8.29635e-06	1.04901e-06
-0.41	9.41889e-06	1.11335e-06
-0.39	8.17174e-06	1.03593e-06
-0.37	8.84258e-06	1.08131e-06
-0.35	8.44203e-06	1.05634e-06
-0.33	8.77958e-06	1.08328e-06
-0.31	8.77219e-06	1.07976e-06
-0.29	8.42081e-06	1.061e-06
-0.27	8.52388e-06	1.06285e-06
-0.25	8.35309e-06	1.06345e-06
-0.23	8.37335e-06	1.05444e-06
-0.21	9.03924e-06	1.09473e-06
-0.19	8.88411e-06	1.09565e-06
-0.17	8.35562e-06	1.06519e-06
-0.15	9.83958e-06	1.15796e-06
-0.13	9.32406e-06	1.12783e-06
-0.11	9.90883e-06	1.15477e-06
-0.09	9.2048e-06	1.11361e-06
-0.0700001	1.03623e-05	1.18699e-06
-0.0500001	8.89634e-06	1.09011e-06
-0.0300001	1.01952e-05	1.17167e-06
-0.00999999	9.94801e-06	1.14693e-06
