# {InputWorkspace: MoTe2_S1_P0_warm_up_201_200K_target_194.3771actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P0_warm_up_201_200K_target_194.3771actual_cuts }
# [0,0,L] in 0.454 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	1.37588e-05	1.11285e-06
-1.15	1.53366e-05	1.17798e-06
-1.13	1.69446e-05	1.24363e-06
-1.11	1.86944e-05	1.30335e-06
-1.09	1.96729e-05	1.33825e-06
-1.07	2.264e-05	1.44177e-06
-1.05	2.23899e-05	1.43346e-06
-1.03	2.55353e-05	1.53509e-06
-1.01	2.42449e-05	1.49484e-06
-0.99	2.61635e-05	1.55948e-06
-0.97	2.70061e-05	1.58574e-06
-0.95	2.59769e-05	1.55468e-06
-0.93	2.84066e-05	1.62717e-06
-0.91	2.69078e-05	1.58412e-06
-0.89	2.76476e-05	1.60739e-06
-0.87	2.70231e-05	1.58964e-06
-0.85	2.57548e-05	1.54924e-06
-0.83	2.56869e-05	1.54947e-06
-0.81	2.34135e-05	1.47951e-06
-0.79	2.32909e-05	1.47161e-06
-0.77	2.05518e-05	1.37663e-06
-0.75	1.94011e-05	1.33328e-06
-0.73	1.71514e-05	1.25828e-06
-0.71	1.60476e-05	1.20761e-06
-0.69	1.41386e-05	1.12664e-06
-0.67	1.23757e-05	1.0534e-06
-0.65	1.08256e-05	9.72083e-07
-0.63	9.49722e-06	9.06404e-07
-0.61	1.00617e-05	9.38706e-07
-0.59	9.22532e-06	8.98755e-07
-0.57	9.09383e-06	8.89165e-07
-0.55	8.77832e-06	8.78891e-07
-0.53	8.76613e-06	8.75018e-07
-0.51	8.49407e-06	8.57394e-07
-0.49	9.21165e-06	9.0114e-07
-0.47	8.41809e-06	8.56853e-07
-0.45	8.5819e-06	8.7101e-07
-0.43	8.11208e-06	8.49689e-07
-0.41	8.26685e-06	8.5558e-07
-0.39	8.23567e-06	8.55035e-07
-0.37	7.75917e-06	8.26423e-07
-0.35	8.39355e-06	8.65177e-07
-0.33	7.97532e-06	8.43332e-07
-0.31	8.22616e-06	8.5373e-07
-0.29	8.22131e-06	8.59058e-07
-0.27	7.72983e-06	8.32852e-07
-0.25	7.88926e-06	8.463e-07
-0.23	7.91681e-06	8.39489e-07
-0.21	8.3923e-06	8.67866e-07
-0.19	8.61164e-06	8.87663e-07
-0.17	9.0048e-06	9.02436e-07
-0.15	8.7618e-06	8.88917e-07
-0.13	9.01357e-06	9.01811e-07
-0.11	9.49615e-06	9.27175e-07
-0.09	9.0425e-06	9.04886e-07
-0.0700001	9.26331e-06	9.11897e-07
-0.0500001	9.93393e-06	9.47952e-07
-0.0300001	9.68597e-06	9.26316e-07
-0.00999999	8.80932e-06	8.8516e-07
