# {InputWorkspace: MoTe2_S1_P0_cool_down_201_260K_target_265.6389actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P0_cool_down_201_260K_target_265.6389actual_cuts }
# [0,0,L] in 0.454 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	1.60033e-05	1.46059e-06
-1.15	1.73353e-05	1.53374e-06
-1.13	1.68358e-05	1.51672e-06
-1.11	1.73274e-05	1.52872e-06
-1.09	1.76143e-05	1.53463e-06
-1.07	1.74347e-05	1.52853e-06
-1.05	1.62826e-05	1.47781e-06
-1.03	1.6517e-05	1.47939e-06
-1.01	1.62876e-05	1.46968e-06
-0.99	1.56028e-05	1.43469e-06
-0.97	1.63153e-05	1.47667e-06
-0.95	1.58745e-05	1.44683e-06
-0.93	1.56149e-05	1.43403e-06
-0.91	1.51633e-05	1.41879e-06
-0.89	1.48021e-05	1.39731e-06
-0.87	1.66038e-05	1.47955e-06
-0.85	1.73515e-05	1.52293e-06
-0.83	1.85344e-05	1.57575e-06
-0.81	1.9662e-05	1.63055e-06
-0.79	1.91767e-05	1.61447e-06
-0.77	1.99985e-05	1.64663e-06
-0.75	2.02799e-05	1.66018e-06
-0.73	2.15336e-05	1.71814e-06
-0.71	2.07891e-05	1.69266e-06
-0.69	2.24373e-05	1.75495e-06
-0.67	2.2554e-05	1.76573e-06
-0.65	2.34593e-05	1.80174e-06
-0.63	2.29923e-05	1.79614e-06
-0.61	2.25989e-05	1.77277e-06
-0.59	2.29272e-05	1.7803e-06
-0.57	2.23368e-05	1.76074e-06
-0.55	2.16581e-05	1.7365e-06
-0.53	2.12907e-05	1.7258e-06
-0.51	2.04536e-05	1.68535e-06
-0.49	1.9068e-05	1.62835e-06
-0.47	1.81531e-05	1.58713e-06
-0.45	1.7049e-05	1.53151e-06
-0.43	1.59921e-05	1.48826e-06
-0.41	1.36271e-05	1.37488e-06
-0.39	1.3975e-05	1.38619e-06
-0.37	1.32632e-05	1.35036e-06
-0.35	1.20254e-05	1.28557e-06
-0.33	1.13643e-05	1.24627e-06
-0.31	1.00455e-05	1.16346e-06
-0.29	1.00227e-05	1.15353e-06
-0.27	9.43276e-06	1.1221e-06
-0.25	8.31661e-06	1.04714e-06
-0.23	8.87241e-06	1.07945e-06
-0.21	9.12187e-06	1.09526e-06
-0.19	8.58179e-06	1.07508e-06
-0.17	8.6431e-06	1.06745e-06
-0.15	9.05822e-06	1.10118e-06
-0.13	8.20547e-06	1.04139e-06
-0.11	7.9728e-06	1.02229e-06
-0.09	7.98515e-06	1.0324e-06
-0.0700001	8.76344e-06	1.07709e-06
-0.0500001	7.38322e-06	9.85685e-07
-0.0300001	7.82466e-06	1.00985e-06
-0.00999999	8.20557e-06	1.04047e-06
