# {InputWorkspace: MoTe2_S1_P0_warm_up_201_270K_target_264.4663actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P0_warm_up_201_270K_target_264.4663actual_cuts }
# [0,0,L] in 0.454 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	1.3984e-05	1.11297e-06
-1.15	1.32731e-05	1.08145e-06
-1.13	1.50706e-05	1.15892e-06
-1.11	1.67379e-05	1.2288e-06
-1.09	1.71156e-05	1.24005e-06
-1.07	1.8529e-05	1.30134e-06
-1.05	1.93001e-05	1.32581e-06
-1.03	2.0761e-05	1.37989e-06
-1.01	2.20271e-05	1.42133e-06
-0.99	2.28799e-05	1.44915e-06
-0.97	2.31426e-05	1.46531e-06
-0.95	2.38473e-05	1.48575e-06
-0.93	2.44883e-05	1.50437e-06
-0.91	2.43914e-05	1.50576e-06
-0.89	2.34169e-05	1.47402e-06
-0.87	2.35748e-05	1.47596e-06
-0.85	2.27499e-05	1.44816e-06
-0.83	2.31788e-05	1.46784e-06
-0.81	2.36183e-05	1.48256e-06
-0.79	2.19637e-05	1.42791e-06
-0.77	2.02678e-05	1.37133e-06
-0.75	2.05577e-05	1.38036e-06
-0.73	1.79771e-05	1.28943e-06
-0.71	1.66507e-05	1.23579e-06
-0.69	1.53897e-05	1.18192e-06
-0.67	1.46225e-05	1.15075e-06
-0.65	1.32951e-05	1.09557e-06
-0.63	1.21822e-05	1.03653e-06
-0.61	1.16242e-05	1.01765e-06
-0.59	1.15995e-05	1.01664e-06
-0.57	1.07619e-05	9.77874e-07
-0.55	1.07649e-05	9.76055e-07
-0.53	1.01953e-05	9.45298e-07
-0.51	1.01533e-05	9.46261e-07
-0.49	1.03427e-05	9.51462e-07
-0.47	9.84463e-06	9.38315e-07
-0.45	1.02512e-05	9.51716e-07
-0.43	1.02432e-05	9.54387e-07
-0.41	9.58621e-06	9.22396e-07
-0.39	9.86135e-06	9.36613e-07
-0.37	9.61382e-06	9.28028e-07
-0.35	9.79314e-06	9.29592e-07
-0.33	9.63827e-06	9.28705e-07
-0.31	9.68854e-06	9.33243e-07
-0.29	9.59672e-06	9.31634e-07
-0.27	8.66814e-06	8.84633e-07
-0.25	9.12385e-06	9.02127e-07
-0.23	8.75348e-06	8.86415e-07
-0.21	8.44974e-06	8.67738e-07
-0.19	8.80236e-06	8.94541e-07
-0.17	9.6339e-06	9.34214e-07
-0.15	8.86699e-06	9.03049e-07
-0.13	9.77542e-06	9.39726e-07
-0.11	8.46981e-06	8.73269e-07
-0.09	8.83635e-06	8.94375e-07
-0.0700001	8.49641e-06	8.74692e-07
-0.0500001	9.3636e-06	9.18612e-07
-0.0300001	8.98712e-06	8.98128e-07
-0.00999999	9.46264e-06	9.19367e-07
