# {InputWorkspace: MoTe2_S1_P0_warm_up_201_310K_target_308.8751actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P0_warm_up_201_310K_target_308.8751actual_cuts }
# [0,0,L] in 0.454 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	1.97439e-05	1.33344e-06
-1.15	1.91968e-05	1.31505e-06
-1.13	1.96707e-05	1.32737e-06
-1.11	1.97595e-05	1.33343e-06
-1.09	1.97353e-05	1.33244e-06
-1.07	1.96967e-05	1.33497e-06
-1.05	1.96007e-05	1.33513e-06
-1.03	1.92741e-05	1.3216e-06
-1.01	1.88704e-05	1.30807e-06
-0.99	1.87092e-05	1.30767e-06
-0.97	1.73671e-05	1.25882e-06
-0.95	1.81272e-05	1.27728e-06
-0.93	1.74248e-05	1.262e-06
-0.91	1.5833e-05	1.1955e-06
-0.89	1.5855e-05	1.20052e-06
-0.87	1.60534e-05	1.20828e-06
-0.85	1.57959e-05	1.19827e-06
-0.83	1.53762e-05	1.17794e-06
-0.81	1.54541e-05	1.18655e-06
-0.79	1.59898e-05	1.20513e-06
-0.77	1.65918e-05	1.23261e-06
-0.75	1.58102e-05	1.19932e-06
-0.73	1.56762e-05	1.19961e-06
-0.71	1.54232e-05	1.18918e-06
-0.69	1.55171e-05	1.19141e-06
-0.67	1.58057e-05	1.20073e-06
-0.65	1.58867e-05	1.20637e-06
-0.63	1.50833e-05	1.17719e-06
-0.61	1.56974e-05	1.20522e-06
-0.59	1.61765e-05	1.21932e-06
-0.57	1.48074e-05	1.16689e-06
-0.55	1.61574e-05	1.2229e-06
-0.53	1.4044e-05	1.13443e-06
-0.51	1.41494e-05	1.13898e-06
-0.49	1.39279e-05	1.12663e-06
-0.47	1.34027e-05	1.10345e-06
-0.45	1.26033e-05	1.07169e-06
-0.43	1.26713e-05	1.07418e-06
-0.41	1.22565e-05	1.05861e-06
-0.39	1.15942e-05	1.0202e-06
-0.37	1.08293e-05	9.91592e-07
-0.35	1.09909e-05	9.97203e-07
-0.33	9.7472e-06	9.34053e-07
-0.31	9.5557e-06	9.28761e-07
-0.29	1.03571e-05	9.60993e-07
-0.27	1.0313e-05	9.6095e-07
-0.25	9.29213e-06	9.162e-07
-0.23	9.01813e-06	8.98212e-07
-0.21	9.1658e-06	8.99422e-07
-0.19	9.48309e-06	9.19439e-07
-0.17	9.32481e-06	9.15371e-07
-0.15	9.99394e-06	9.48037e-07
-0.13	9.60356e-06	9.31502e-07
-0.11	9.36801e-06	9.16835e-07
-0.09	8.19303e-06	8.52721e-07
-0.0700001	8.32455e-06	8.63261e-07
-0.0500001	9.27343e-06	9.07896e-07
-0.0300001	9.12936e-06	9.03075e-07
-0.00999999	9.28573e-06	9.13457e-07
