# {InputWorkspace: MoTe2_S1_P0_cool_down_201_250K_target_255.8598actual	 P1Bin: -2.07,1.92	 P2Bin: -0.1,0.1	 P3Bin: -1.49,0,1.49	 P4Bin: 	 P5Bin: 	 OutputWorkspace: MoTe2_S1_P0_cool_down_201_250K_target_255.8598actual_cuts }
# [0,0,L] in 0.454 A^-1	 Signal	 Error
-1.49	-nan	-nan
-1.47	-nan	-nan
-1.45	-nan	-nan
-1.43	-nan	-nan
-1.41	-nan	-nan
-1.39	-nan	-nan
-1.37	-nan	-nan
-1.35	-nan	-nan
-1.33	-nan	-nan
-1.31	-nan	-nan
-1.29	-nan	-nan
-1.27	-nan	-nan
-1.25	-nan	-nan
-1.23	-nan	-nan
-1.21	-nan	-nan
-1.19	-nan	-nan
-1.17	1.74806e-05	1.52675e-06
-1.15	1.66229e-05	1.49296e-06
-1.13	1.59083e-05	1.46725e-06
-1.11	1.65157e-05	1.48875e-06
-1.09	1.72543e-05	1.52109e-06
-1.07	1.78788e-05	1.55436e-06
-1.05	1.81079e-05	1.56258e-06
-1.03	1.74368e-05	1.52488e-06
-1.01	1.78253e-05	1.54676e-06
-0.99	1.85883e-05	1.58044e-06
-0.97	1.85797e-05	1.57416e-06
-0.95	1.98077e-05	1.63267e-06
-0.93	1.87914e-05	1.57926e-06
-0.91	1.83358e-05	1.56145e-06
-0.89	2.01693e-05	1.64286e-06
-0.87	2.12547e-05	1.69734e-06
-0.85	2.09338e-05	1.68039e-06
-0.83	2.16144e-05	1.7128e-06
-0.81	2.34823e-05	1.77751e-06
-0.79	2.23374e-05	1.7508e-06
-0.77	2.23196e-05	1.74611e-06
-0.75	2.17074e-05	1.72094e-06
-0.73	2.18051e-05	1.73218e-06
-0.71	2.29767e-05	1.77801e-06
-0.69	2.19725e-05	1.74275e-06
-0.67	2.2982e-05	1.78535e-06
-0.65	2.28656e-05	1.7774e-06
-0.63	2.26536e-05	1.76645e-06
-0.61	2.21715e-05	1.74965e-06
-0.59	2.15484e-05	1.727e-06
-0.57	2.07145e-05	1.69639e-06
-0.55	1.98166e-05	1.65901e-06
-0.53	1.92328e-05	1.63278e-06
-0.51	1.74909e-05	1.5569e-06
-0.49	1.61623e-05	1.49678e-06
-0.47	1.59056e-05	1.47888e-06
-0.45	1.50013e-05	1.44069e-06
-0.43	1.48958e-05	1.4241e-06
-0.41	1.39189e-05	1.38249e-06
-0.39	1.26974e-05	1.31477e-06
-0.37	1.2368e-05	1.29605e-06
-0.35	1.0578e-05	1.19649e-06
-0.33	9.47569e-06	1.12513e-06
-0.31	1.06789e-05	1.19187e-06
-0.29	1.00515e-05	1.16018e-06
-0.27	9.60827e-06	1.13411e-06
-0.25	9.58223e-06	1.12629e-06
-0.23	8.29339e-06	1.04506e-06
-0.21	8.94977e-06	1.08675e-06
-0.19	8.17878e-06	1.04105e-06
-0.17	8.66179e-06	1.07736e-06
-0.15	8.58761e-06	1.06853e-06
-0.13	8.33398e-06	1.05527e-06
-0.11	8.19038e-06	1.02918e-06
-0.09	8.23606e-06	1.04715e-06
-0.0700001	7.98768e-06	1.02668e-06
-0.0500001	8.08698e-06	1.03556e-06
-0.0300001	8.54649e-06	1.05905e-06
-0.00999999	8.01321e-06	1.02862e-06
